year;area;level2;level2_en;area_en;Level1;level1_en;value;numerator;denominator;type;name_numerator;name_denominator;Period
2017;21;7;Aural ventilation tube;Sørlandet;1;Day Surgery;141.4;437;303754;rate;number;inhabitants;2013-2017
2016;21;7;Aural ventilation tube;Sørlandet;1;Day Surgery;112.1;348;300789;rate;number;inhabitants;2013-2017
2014;21;7;Aural ventilation tube;Sørlandet;1;Day Surgery;101.4;315;295644;rate;number;inhabitants;2013-2017
2013;21;7;Aural ventilation tube;Sørlandet;1;Day Surgery;148.4;461;292225;rate;number;inhabitants;2013-2017
2015;21;7;Aural ventilation tube;Sørlandet;1;Day Surgery;128.2;395;298486;rate;number;inhabitants;2013-2017
2017;21;7;Aural ventilation tube;Sørlandet;1;Day Surgery;141.4;437;303754;rate;number;inhabitants;2013-2017
2016;21;7;Aural ventilation tube;Sørlandet;1;Day Surgery;112.1;348;300789;rate;number;inhabitants;2013-2017
2015;8888;7;Aural ventilation tube;Norway;1;Day Surgery;134.5;7078;5213985;rate;number;inhabitants;2013-2017
2017;8888;7;Aural ventilation tube;Norway;1;Day Surgery;127.6;6672;5295619;rate;number;inhabitants;2013-2017
2016;8888;7;Aural ventilation tube;Norway;1;Day Surgery;123.5;6496;5258317;rate;number;inhabitants;2013-2017
2014;8888;7;Aural ventilation tube;Norway;1;Day Surgery;142;7480;5165802;rate;number;inhabitants;2013-2017
2013;8888;7;Aural ventilation tube;Norway;1;Day Surgery;156.8;8234;5109056;rate;number;inhabitants;2013-2017
2015;8888;7;Aural ventilation tube;Norway;1;Day Surgery;134.5;7078;5213985;rate;number;inhabitants;2013-2017
2017;8888;7;Aural ventilation tube;Norway;1;Day Surgery;127.6;6672;5295619;rate;number;inhabitants;2013-2017
2016;8888;7;Aural ventilation tube;Norway;1;Day Surgery;123.5;6496;5258317;rate;number;inhabitants;2013-2017
2014;8888;7;Aural ventilation tube;Norway;1;Day Surgery;142;7480;5165802;rate;number;inhabitants;2013-2017
2013;8888;7;Aural ventilation tube;Norway;1;Day Surgery;156.8;8234;5109056;rate;number;inhabitants;2013-2017
2015;8888;7;Aural ventilation tube;Norway;1;Day Surgery;134.5;7078;5213985;rate;number;inhabitants;2013-2017
2017;8888;7;Aural ventilation tube;Norway;1;Day Surgery;127.6;6672;5295619;rate;number;inhabitants;2013-2017
2016;8888;7;Aural ventilation tube;Norway;1;Day Surgery;123.5;6496;5258317;rate;number;inhabitants;2013-2017
2014;8888;7;Aural ventilation tube;Norway;1;Day Surgery;142;7480;5165802;rate;number;inhabitants;2013-2017
2013;8888;7;Aural ventilation tube;Norway;1;Day Surgery;156.8;8234;5109056;rate;number;inhabitants;2013-2017
2015;8888;7;Aural ventilation tube;Norway;1;Day Surgery;134.5;7078;5213985;rate;number;inhabitants;2013-2017
2017;8888;7;Aural ventilation tube;Norway;1;Day Surgery;127.6;6672;5295619;rate;number;inhabitants;2013-2017
2016;8888;7;Aural ventilation tube;Norway;1;Day Surgery;123.5;6496;5258317;rate;number;inhabitants;2013-2017
2014;8888;7;Aural ventilation tube;Norway;1;Day Surgery;142;7480;5165802;rate;number;inhabitants;2013-2017
2013;8888;7;Aural ventilation tube;Norway;1;Day Surgery;156.8;8234;5109056;rate;number;inhabitants;2013-2017
2015;8888;7;Aural ventilation tube;Norway;1;Day Surgery;134.5;7078;5213985;rate;number;inhabitants;2013-2017
2017;8888;7;Aural ventilation tube;Norway;1;Day Surgery;127.6;6672;5295619;rate;number;inhabitants;2013-2017
2016;8888;7;Aural ventilation tube;Norway;1;Day Surgery;123.5;6496;5258317;rate;number;inhabitants;2013-2017
2014;8888;7;Aural ventilation tube;Norway;1;Day Surgery;142;7480;5165802;rate;number;inhabitants;2013-2017
2013;8888;7;Aural ventilation tube;Norway;1;Day Surgery;156.8;8234;5109056;rate;number;inhabitants;2013-2017
2016;1;8;Age-related cataracts;Finnmark;1;Day Surgery;639.1;475;76149;rate;number;inhabitants;2013-2017
2014;1;8;Age-related cataracts;Finnmark;1;Day Surgery;721.4;516;75605;rate;number;inhabitants;2013-2017
2015;1;8;Age-related cataracts;Finnmark;1;Day Surgery;901.4;653;75758;rate;number;inhabitants;2013-2017
2017;1;8;Age-related cataracts;Finnmark;1;Day Surgery;1105;851;76167;rate;number;inhabitants;2013-2017
2013;1;8;Age-related cataracts;Finnmark;1;Day Surgery;604.8;426;75207;rate;number;inhabitants;2013-2017
2016;1;8;Age-related cataracts;Finnmark;1;Day Surgery;639.1;475;76149;rate;number;inhabitants;2013-2017
2014;1;8;Age-related cataracts;Finnmark;1;Day Surgery;721.4;516;75605;rate;number;inhabitants;2013-2017
2015;1;8;Age-related cataracts;Finnmark;1;Day Surgery;901.4;653;75758;rate;number;inhabitants;2013-2017
2017;1;8;Age-related cataracts;Finnmark;1;Day Surgery;1105;851;76167;rate;number;inhabitants;2013-2017
2013;1;8;Age-related cataracts;Finnmark;1;Day Surgery;604.8;426;75207;rate;number;inhabitants;2013-2017
2016;1;8;Age-related cataracts;Finnmark;1;Day Surgery;639.1;475;76149;rate;number;inhabitants;2013-2017
2014;1;8;Age-related cataracts;Finnmark;1;Day Surgery;721.4;516;75605;rate;number;inhabitants;2013-2017
2015;1;8;Age-related cataracts;Finnmark;1;Day Surgery;901.4;653;75758;rate;number;inhabitants;2013-2017
2017;1;8;Age-related cataracts;Finnmark;1;Day Surgery;1105;851;76167;rate;number;inhabitants;2013-2017
2013;1;8;Age-related cataracts;Finnmark;1;Day Surgery;604.8;426;75207;rate;number;inhabitants;2013-2017
2016;1;8;Age-related cataracts;Finnmark;1;Day Surgery;639.1;475;76149;rate;number;inhabitants;2013-2017
2014;1;8;Age-related cataracts;Finnmark;1;Day Surgery;721.4;516;75605;rate;number;inhabitants;2013-2017
2015;1;8;Age-related cataracts;Finnmark;1;Day Surgery;901.4;653;75758;rate;number;inhabitants;2013-2017
2017;1;8;Age-related cataracts;Finnmark;1;Day Surgery;1105;851;76167;rate;number;inhabitants;2013-2017
2013;1;8;Age-related cataracts;Finnmark;1;Day Surgery;604.8;426;75207;rate;number;inhabitants;2013-2017
2016;1;8;Age-related cataracts;Finnmark;1;Day Surgery;639.1;475;76149;rate;number;inhabitants;2013-2017
2014;1;8;Age-related cataracts;Finnmark;1;Day Surgery;721.4;516;75605;rate;number;inhabitants;2013-2017
2015;1;8;Age-related cataracts;Finnmark;1;Day Surgery;901.4;653;75758;rate;number;inhabitants;2013-2017
2017;1;8;Age-related cataracts;Finnmark;1;Day Surgery;1105;851;76167;rate;number;inhabitants;2013-2017
2013;1;8;Age-related cataracts;Finnmark;1;Day Surgery;604.8;426;75207;rate;number;inhabitants;2013-2017
2016;2;8;Age-related cataracts;UNN;1;Day Surgery;873.9;1736;191730;rate;number;inhabitants;2013-2017
2013;2;8;Age-related cataracts;UNN;1;Day Surgery;712;1317;188241;rate;number;inhabitants;2013-2017
2014;2;8;Age-related cataracts;UNN;1;Day Surgery;721.5;1361;189712;rate;number;inhabitants;2013-2017
2015;2;8;Age-related cataracts;UNN;1;Day Surgery;817.8;1581;190500;rate;number;inhabitants;2013-2017
2017;2;8;Age-related cataracts;UNN;1;Day Surgery;769.7;1579;192407;rate;number;inhabitants;2013-2017
2016;2;8;Age-related cataracts;UNN;1;Day Surgery;873.9;1736;191730;rate;number;inhabitants;2013-2017
2013;2;8;Age-related cataracts;UNN;1;Day Surgery;712;1317;188241;rate;number;inhabitants;2013-2017
2014;2;8;Age-related cataracts;UNN;1;Day Surgery;721.5;1361;189712;rate;number;inhabitants;2013-2017
2015;2;8;Age-related cataracts;UNN;1;Day Surgery;817.8;1581;190500;rate;number;inhabitants;2013-2017
2017;2;8;Age-related cataracts;UNN;1;Day Surgery;769.7;1579;192407;rate;number;inhabitants;2013-2017
2016;2;8;Age-related cataracts;UNN;1;Day Surgery;873.9;1736;191730;rate;number;inhabitants;2013-2017
2013;2;8;Age-related cataracts;UNN;1;Day Surgery;712;1317;188241;rate;number;inhabitants;2013-2017
2014;2;8;Age-related cataracts;UNN;1;Day Surgery;721.5;1361;189712;rate;number;inhabitants;2013-2017
2015;2;8;Age-related cataracts;UNN;1;Day Surgery;817.8;1581;190500;rate;number;inhabitants;2013-2017
2017;2;8;Age-related cataracts;UNN;1;Day Surgery;769.7;1579;192407;rate;number;inhabitants;2013-2017
2016;2;8;Age-related cataracts;UNN;1;Day Surgery;873.9;1736;191730;rate;number;inhabitants;2013-2017
2013;2;8;Age-related cataracts;UNN;1;Day Surgery;712;1317;188241;rate;number;inhabitants;2013-2017
2014;2;8;Age-related cataracts;UNN;1;Day Surgery;721.5;1361;189712;rate;number;inhabitants;2013-2017
2015;2;8;Age-related cataracts;UNN;1;Day Surgery;817.8;1581;190500;rate;number;inhabitants;2013-2017
2017;2;8;Age-related cataracts;UNN;1;Day Surgery;769.7;1579;192407;rate;number;inhabitants;2013-2017
2016;2;8;Age-related cataracts;UNN;1;Day Surgery;873.9;1736;191730;rate;number;inhabitants;2013-2017
2013;2;8;Age-related cataracts;UNN;1;Day Surgery;712;1317;188241;rate;number;inhabitants;2013-2017
2014;2;8;Age-related cataracts;UNN;1;Day Surgery;721.5;1361;189712;rate;number;inhabitants;2013-2017
2015;2;8;Age-related cataracts;UNN;1;Day Surgery;817.8;1581;190500;rate;number;inhabitants;2013-2017
2017;2;8;Age-related cataracts;UNN;1;Day Surgery;769.7;1579;192407;rate;number;inhabitants;2013-2017
2016;3;8;Age-related cataracts;Nordland;1;Day Surgery;947.7;1440;138164;rate;number;inhabitants;2013-2017
2014;3;8;Age-related cataracts;Nordland;1;Day Surgery;945.8;1377;136931;rate;number;inhabitants;2013-2017
2015;3;8;Age-related cataracts;Nordland;1;Day Surgery;921.3;1359;137343;rate;number;inhabitants;2013-2017
2017;3;8;Age-related cataracts;Nordland;1;Day Surgery;695.9;1073;138813;rate;number;inhabitants;2013-2017
2013;3;8;Age-related cataracts;Nordland;1;Day Surgery;784.1;1111;136442;rate;number;inhabitants;2013-2017
2016;3;8;Age-related cataracts;Nordland;1;Day Surgery;947.7;1440;138164;rate;number;inhabitants;2013-2017
2014;3;8;Age-related cataracts;Nordland;1;Day Surgery;945.8;1377;136931;rate;number;inhabitants;2013-2017
2015;3;8;Age-related cataracts;Nordland;1;Day Surgery;921.3;1359;137343;rate;number;inhabitants;2013-2017
2017;3;8;Age-related cataracts;Nordland;1;Day Surgery;695.9;1073;138813;rate;number;inhabitants;2013-2017
2013;3;8;Age-related cataracts;Nordland;1;Day Surgery;784.1;1111;136442;rate;number;inhabitants;2013-2017
2016;3;8;Age-related cataracts;Nordland;1;Day Surgery;947.7;1440;138164;rate;number;inhabitants;2013-2017
2014;3;8;Age-related cataracts;Nordland;1;Day Surgery;945.8;1377;136931;rate;number;inhabitants;2013-2017
2015;3;8;Age-related cataracts;Nordland;1;Day Surgery;921.3;1359;137343;rate;number;inhabitants;2013-2017
2017;3;8;Age-related cataracts;Nordland;1;Day Surgery;695.9;1073;138813;rate;number;inhabitants;2013-2017
2013;3;8;Age-related cataracts;Nordland;1;Day Surgery;784.1;1111;136442;rate;number;inhabitants;2013-2017
2016;3;8;Age-related cataracts;Nordland;1;Day Surgery;947.7;1440;138164;rate;number;inhabitants;2013-2017
2014;3;8;Age-related cataracts;Nordland;1;Day Surgery;945.8;1377;136931;rate;number;inhabitants;2013-2017
2015;3;8;Age-related cataracts;Nordland;1;Day Surgery;921.3;1359;137343;rate;number;inhabitants;2013-2017
2017;3;8;Age-related cataracts;Nordland;1;Day Surgery;695.9;1073;138813;rate;number;inhabitants;2013-2017
2013;3;8;Age-related cataracts;Nordland;1;Day Surgery;784.1;1111;136442;rate;number;inhabitants;2013-2017
2016;3;8;Age-related cataracts;Nordland;1;Day Surgery;947.7;1440;138164;rate;number;inhabitants;2013-2017
2014;3;8;Age-related cataracts;Nordland;1;Day Surgery;945.8;1377;136931;rate;number;inhabitants;2013-2017
2015;3;8;Age-related cataracts;Nordland;1;Day Surgery;921.3;1359;137343;rate;number;inhabitants;2013-2017
2017;3;8;Age-related cataracts;Nordland;1;Day Surgery;695.9;1073;138813;rate;number;inhabitants;2013-2017
2013;3;8;Age-related cataracts;Nordland;1;Day Surgery;784.1;1111;136442;rate;number;inhabitants;2013-2017
2016;4;8;Age-related cataracts;Helgeland;1;Day Surgery;669;605;78604;rate;number;inhabitants;2013-2017
2013;4;8;Age-related cataracts;Helgeland;1;Day Surgery;753.5;641;78244;rate;number;inhabitants;2013-2017
2014;4;8;Age-related cataracts;Helgeland;1;Day Surgery;669.4;581;78492;rate;number;inhabitants;2013-2017
2015;4;8;Age-related cataracts;Helgeland;1;Day Surgery;820;723;78393;rate;number;inhabitants;2013-2017
2017;4;8;Age-related cataracts;Helgeland;1;Day Surgery;573.9;528;78614;rate;number;inhabitants;2013-2017
2016;4;8;Age-related cataracts;Helgeland;1;Day Surgery;669;605;78604;rate;number;inhabitants;2013-2017
2013;4;8;Age-related cataracts;Helgeland;1;Day Surgery;753.5;641;78244;rate;number;inhabitants;2013-2017
2014;4;8;Age-related cataracts;Helgeland;1;Day Surgery;669.4;581;78492;rate;number;inhabitants;2013-2017
2015;4;8;Age-related cataracts;Helgeland;1;Day Surgery;820;723;78393;rate;number;inhabitants;2013-2017
2017;4;8;Age-related cataracts;Helgeland;1;Day Surgery;573.9;528;78614;rate;number;inhabitants;2013-2017
2016;4;8;Age-related cataracts;Helgeland;1;Day Surgery;669;605;78604;rate;number;inhabitants;2013-2017
2013;4;8;Age-related cataracts;Helgeland;1;Day Surgery;753.5;641;78244;rate;number;inhabitants;2013-2017
2014;4;8;Age-related cataracts;Helgeland;1;Day Surgery;669.4;581;78492;rate;number;inhabitants;2013-2017
2015;4;8;Age-related cataracts;Helgeland;1;Day Surgery;820;723;78393;rate;number;inhabitants;2013-2017
2017;4;8;Age-related cataracts;Helgeland;1;Day Surgery;573.9;528;78614;rate;number;inhabitants;2013-2017
2016;4;8;Age-related cataracts;Helgeland;1;Day Surgery;669;605;78604;rate;number;inhabitants;2013-2017
2013;4;8;Age-related cataracts;Helgeland;1;Day Surgery;753.5;641;78244;rate;number;inhabitants;2013-2017
2014;4;8;Age-related cataracts;Helgeland;1;Day Surgery;669.4;581;78492;rate;number;inhabitants;2013-2017
2015;4;8;Age-related cataracts;Helgeland;1;Day Surgery;820;723;78393;rate;number;inhabitants;2013-2017
2017;4;8;Age-related cataracts;Helgeland;1;Day Surgery;573.9;528;78614;rate;number;inhabitants;2013-2017
2016;4;8;Age-related cataracts;Helgeland;1;Day Surgery;669;605;78604;rate;number;inhabitants;2013-2017
2013;4;8;Age-related cataracts;Helgeland;1;Day Surgery;753.5;641;78244;rate;number;inhabitants;2013-2017
2014;4;8;Age-related cataracts;Helgeland;1;Day Surgery;669.4;581;78492;rate;number;inhabitants;2013-2017
2015;4;8;Age-related cataracts;Helgeland;1;Day Surgery;820;723;78393;rate;number;inhabitants;2013-2017
2017;4;8;Age-related cataracts;Helgeland;1;Day Surgery;573.9;528;78614;rate;number;inhabitants;2013-2017
2013;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;877.1;1247;133570;rate;number;inhabitants;2013-2017
2016;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;940.9;1436;135690;rate;number;inhabitants;2013-2017
2014;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;887.8;1283;134219;rate;number;inhabitants;2013-2017
2015;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;921;1357;134805;rate;number;inhabitants;2013-2017
2017;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;930.9;1473;136320;rate;number;inhabitants;2013-2017
2013;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;877.1;1247;133570;rate;number;inhabitants;2013-2017
2016;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;940.9;1436;135690;rate;number;inhabitants;2013-2017
2014;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;887.8;1283;134219;rate;number;inhabitants;2013-2017
2015;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;921;1357;134805;rate;number;inhabitants;2013-2017
2017;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;930.9;1473;136320;rate;number;inhabitants;2013-2017
2013;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;877.1;1247;133570;rate;number;inhabitants;2013-2017
2016;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;940.9;1436;135690;rate;number;inhabitants;2013-2017
2014;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;887.8;1283;134219;rate;number;inhabitants;2013-2017
2015;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;921;1357;134805;rate;number;inhabitants;2013-2017
2017;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;930.9;1473;136320;rate;number;inhabitants;2013-2017
2013;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;877.1;1247;133570;rate;number;inhabitants;2013-2017
2016;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;940.9;1436;135690;rate;number;inhabitants;2013-2017
2014;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;887.8;1283;134219;rate;number;inhabitants;2013-2017
2015;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;921;1357;134805;rate;number;inhabitants;2013-2017
2017;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;930.9;1473;136320;rate;number;inhabitants;2013-2017
2013;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;877.1;1247;133570;rate;number;inhabitants;2013-2017
2016;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;940.9;1436;135690;rate;number;inhabitants;2013-2017
2014;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;887.8;1283;134219;rate;number;inhabitants;2013-2017
2015;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;921;1357;134805;rate;number;inhabitants;2013-2017
2017;5;8;Age-related cataracts;Nord-Trøndelag;1;Day Surgery;930.9;1473;136320;rate;number;inhabitants;2013-2017
2016;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;882.4;2744;320932;rate;number;inhabitants;2013-2017
2014;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;881.5;2593;313604;rate;number;inhabitants;2013-2017
2015;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;927.6;2798;317000;rate;number;inhabitants;2013-2017
2017;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;723.5;2310;324463;rate;number;inhabitants;2013-2017
2013;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;834.7;2397;309815;rate;number;inhabitants;2013-2017
2016;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;882.4;2744;320932;rate;number;inhabitants;2013-2017
2014;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;881.5;2593;313604;rate;number;inhabitants;2013-2017
2015;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;927.6;2798;317000;rate;number;inhabitants;2013-2017
2017;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;723.5;2310;324463;rate;number;inhabitants;2013-2017
2013;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;834.7;2397;309815;rate;number;inhabitants;2013-2017
2016;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;882.4;2744;320932;rate;number;inhabitants;2013-2017
2014;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;881.5;2593;313604;rate;number;inhabitants;2013-2017
2015;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;927.6;2798;317000;rate;number;inhabitants;2013-2017
2017;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;723.5;2310;324463;rate;number;inhabitants;2013-2017
2013;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;834.7;2397;309815;rate;number;inhabitants;2013-2017
2016;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;882.4;2744;320932;rate;number;inhabitants;2013-2017
2014;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;881.5;2593;313604;rate;number;inhabitants;2013-2017
2015;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;927.6;2798;317000;rate;number;inhabitants;2013-2017
2017;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;723.5;2310;324463;rate;number;inhabitants;2013-2017
2013;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;834.7;2397;309815;rate;number;inhabitants;2013-2017
2016;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;882.4;2744;320932;rate;number;inhabitants;2013-2017
2014;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;881.5;2593;313604;rate;number;inhabitants;2013-2017
2015;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;927.6;2798;317000;rate;number;inhabitants;2013-2017
2017;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;723.5;2310;324463;rate;number;inhabitants;2013-2017
2013;6;8;Age-related cataracts;St. Olavs;1;Day Surgery;834.7;2397;309815;rate;number;inhabitants;2013-2017
2016;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;838.7;2399;264248;rate;number;inhabitants;2013-2017
2014;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;781.1;2147;261681;rate;number;inhabitants;2013-2017
2015;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;743.5;2083;263254;rate;number;inhabitants;2013-2017
2017;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;759.2;2217;264817;rate;number;inhabitants;2013-2017
2013;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;743.2;2032;259484;rate;number;inhabitants;2013-2017
2016;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;838.7;2399;264248;rate;number;inhabitants;2013-2017
2014;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;781.1;2147;261681;rate;number;inhabitants;2013-2017
2015;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;743.5;2083;263254;rate;number;inhabitants;2013-2017
2017;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;759.2;2217;264817;rate;number;inhabitants;2013-2017
2013;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;743.2;2032;259484;rate;number;inhabitants;2013-2017
2016;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;838.7;2399;264248;rate;number;inhabitants;2013-2017
2014;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;781.1;2147;261681;rate;number;inhabitants;2013-2017
2015;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;743.5;2083;263254;rate;number;inhabitants;2013-2017
2017;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;759.2;2217;264817;rate;number;inhabitants;2013-2017
2013;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;743.2;2032;259484;rate;number;inhabitants;2013-2017
2016;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;838.7;2399;264248;rate;number;inhabitants;2013-2017
2014;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;781.1;2147;261681;rate;number;inhabitants;2013-2017
2015;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;743.5;2083;263254;rate;number;inhabitants;2013-2017
2017;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;759.2;2217;264817;rate;number;inhabitants;2013-2017
2013;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;743.2;2032;259484;rate;number;inhabitants;2013-2017
2016;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;838.7;2399;264248;rate;number;inhabitants;2013-2017
2014;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;781.1;2147;261681;rate;number;inhabitants;2013-2017
2015;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;743.5;2083;263254;rate;number;inhabitants;2013-2017
2017;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;759.2;2217;264817;rate;number;inhabitants;2013-2017
2013;7;8;Age-related cataracts;Møre og Romsdal;1;Day Surgery;743.2;2032;259484;rate;number;inhabitants;2013-2017
2016;8;8;Age-related cataracts;Førde;1;Day Surgery;1133.5;1409;110266;rate;number;inhabitants;2013-2017
2017;8;8;Age-related cataracts;Førde;1;Day Surgery;953.7;1213;110230;rate;number;inhabitants;2013-2017
2013;8;8;Age-related cataracts;Førde;1;Day Surgery;1126.1;1343;108965;rate;number;inhabitants;2013-2017
2014;8;8;Age-related cataracts;Førde;1;Day Surgery;1020.1;1230;109170;rate;number;inhabitants;2013-2017
2015;8;8;Age-related cataracts;Førde;1;Day Surgery;1055.7;1274;109530;rate;number;inhabitants;2013-2017
2016;8;8;Age-related cataracts;Førde;1;Day Surgery;1133.5;1409;110266;rate;number;inhabitants;2013-2017
2017;8;8;Age-related cataracts;Førde;1;Day Surgery;953.7;1213;110230;rate;number;inhabitants;2013-2017
2013;8;8;Age-related cataracts;Førde;1;Day Surgery;1126.1;1343;108965;rate;number;inhabitants;2013-2017
2014;8;8;Age-related cataracts;Førde;1;Day Surgery;1020.1;1230;109170;rate;number;inhabitants;2013-2017
2015;8;8;Age-related cataracts;Førde;1;Day Surgery;1055.7;1274;109530;rate;number;inhabitants;2013-2017
2016;8;8;Age-related cataracts;Førde;1;Day Surgery;1133.5;1409;110266;rate;number;inhabitants;2013-2017
2017;8;8;Age-related cataracts;Førde;1;Day Surgery;953.7;1213;110230;rate;number;inhabitants;2013-2017
2013;8;8;Age-related cataracts;Førde;1;Day Surgery;1126.1;1343;108965;rate;number;inhabitants;2013-2017
2014;8;8;Age-related cataracts;Førde;1;Day Surgery;1020.1;1230;109170;rate;number;inhabitants;2013-2017
2015;8;8;Age-related cataracts;Førde;1;Day Surgery;1055.7;1274;109530;rate;number;inhabitants;2013-2017
2016;8;8;Age-related cataracts;Førde;1;Day Surgery;1133.5;1409;110266;rate;number;inhabitants;2013-2017
2017;8;8;Age-related cataracts;Førde;1;Day Surgery;953.7;1213;110230;rate;number;inhabitants;2013-2017
2013;8;8;Age-related cataracts;Førde;1;Day Surgery;1126.1;1343;108965;rate;number;inhabitants;2013-2017
2014;8;8;Age-related cataracts;Førde;1;Day Surgery;1020.1;1230;109170;rate;number;inhabitants;2013-2017
2015;8;8;Age-related cataracts;Førde;1;Day Surgery;1055.7;1274;109530;rate;number;inhabitants;2013-2017
2016;8;8;Age-related cataracts;Førde;1;Day Surgery;1133.5;1409;110266;rate;number;inhabitants;2013-2017
2017;8;8;Age-related cataracts;Førde;1;Day Surgery;953.7;1213;110230;rate;number;inhabitants;2013-2017
2013;8;8;Age-related cataracts;Førde;1;Day Surgery;1126.1;1343;108965;rate;number;inhabitants;2013-2017
2014;8;8;Age-related cataracts;Førde;1;Day Surgery;1020.1;1230;109170;rate;number;inhabitants;2013-2017
2015;8;8;Age-related cataracts;Førde;1;Day Surgery;1055.7;1274;109530;rate;number;inhabitants;2013-2017
2016;9;8;Age-related cataracts;Bergen;1;Day Surgery;860.2;3674;447837;rate;number;inhabitants;2013-2017
2013;9;8;Age-related cataracts;Bergen;1;Day Surgery;798.4;3179;434147;rate;number;inhabitants;2013-2017
2014;9;8;Age-related cataracts;Bergen;1;Day Surgery;938.5;3810;439777;rate;number;inhabitants;2013-2017
2015;9;8;Age-related cataracts;Bergen;1;Day Surgery;866.5;3581;444677;rate;number;inhabitants;2013-2017
2017;9;8;Age-related cataracts;Bergen;1;Day Surgery;865.2;3791;450597;rate;number;inhabitants;2013-2017
2016;9;8;Age-related cataracts;Bergen;1;Day Surgery;860.2;3674;447837;rate;number;inhabitants;2013-2017
2013;9;8;Age-related cataracts;Bergen;1;Day Surgery;798.4;3179;434147;rate;number;inhabitants;2013-2017
