area;level3;level3_name;area_name;level2;level2_name;level1;level1_name;value;denominator;numerator;type;denominator_name;numerator_name;period
20;28;34.0 to 36.6 weeks;Vestre Viken;9;Patients;5;Light treatment (Phototherapy);135.5;1277;173;rate;born;number;2009-2014
21;28;34.0 to 36.6 weeks;Vestfold;9;Patients;5;Light treatment (Phototherapy);261;613;160;rate;born;number;2009-2014
22;28;34.0 to 36.6 weeks;Telemark;9;Patients;5;Light treatment (Phototherapy);368;481;177;rate;born;number;2009-2014
23;28;34.0 to 36.6 weeks;Sørlandet;9;Patients;5;Light treatment (Phototherapy);168.3;1004;169;rate;born;number;2009-2014
8888;28;34.0 to 36.6 weeks;Norway;9;Patients;5;Light treatment (Phototherapy);164.6;16410;2701;rate;born;number;2009-2014
2;29;More than 36.6 weeks (term infants);UNN/Finnmark;9;Patients;5;Light treatment (Phototherapy);4.6;16700;76;rate;born;number;2009-2014
4;29;More than 36.6 weeks (term infants);Nordland;9;Patients;5;Light treatment (Phototherapy);6.6;12705;84;rate;born;number;2009-2014
7;29;More than 36.6 weeks (term infants);Trøndelag;9;Patients;5;Light treatment (Phototherapy);4.6;29658;135;rate;born;number;2009-2014
8;29;More than 36.6 weeks (term infants);Møre og Romsdal;9;Patients;5;Light treatment (Phototherapy);7.2;16118;116;rate;born;number;2009-2014
11;29;More than 36.6 weeks (term infants);Bergen/Førde;9;Patients;5;Light treatment (Phototherapy);2.5;37594;94;rate;born;number;2009-2014
12;29;More than 36.6 weeks (term infants);Fonna;9;Patients;5;Light treatment (Phototherapy);21.4;11846;253;rate;born;number;2009-2014
13;29;More than 36.6 weeks (term infants);Stavanger;9;Patients;5;Light treatment (Phototherapy);6;27704;165;rate;born;number;2009-2014
14;29;More than 36.6 weeks (term infants);Østfold;9;Patients;5;Light treatment (Phototherapy);8;17078;137;rate;born;number;2009-2014
15;29;More than 36.6 weeks (term infants);AHUS;9;Patients;5;Light treatment (Phototherapy);9.5;32055;306;rate;born;number;2009-2014
16;29;More than 36.6 weeks (term infants);OUS;9;Patients;5;Light treatment (Phototherapy);4.3;49765;214;rate;born;number;2009-2014
19;29;More than 36.6 weeks (term infants);Innlandet;9;Patients;5;Light treatment (Phototherapy);3.4;20787;71;rate;born;number;2009-2014
20;29;More than 36.6 weeks (term infants);Vestre Viken;9;Patients;5;Light treatment (Phototherapy);4.4;28225;123;rate;born;number;2009-2014
21;29;More than 36.6 weeks (term infants);Vestfold;9;Patients;5;Light treatment (Phototherapy);14.2;12857;182;rate;born;number;2009-2014
22;29;More than 36.6 weeks (term infants);Telemark;9;Patients;5;Light treatment (Phototherapy);29.1;9527;277;rate;born;number;2009-2014
23;29;More than 36.6 weeks (term infants);Sørlandet;9;Patients;5;Light treatment (Phototherapy);6;19630;118;rate;born;number;2009-2014
8888;29;More than 36.6 weeks (term infants);Norway;9;Patients;5;Light treatment (Phototherapy);6.9;342249;2351;rate;born;number;2009-2014
2;30;Less than 37.0 weeks;UNN/Finnmark;10;Patients;6;Intensive care;166;1012;168;rate;born;number;2009-2014
4;30;Less than 37.0 weeks;Nordland;10;Patients;6;Intensive care;147.4;916;135;rate;born;number;2009-2014
7;30;Less than 37.0 weeks;Trøndelag;10;Patients;6;Intensive care;124.8;1955;244;rate;born;number;2009-2014
8;30;Less than 37.0 weeks;Møre og Romsdal;10;Patients;6;Intensive care;135;978;132;rate;born;number;2009-2014
11;30;Less than 37.0 weeks;Bergen/Førde;10;Patients;6;Intensive care;127.3;2530;322;rate;born;number;2009-2014
12;30;Less than 37.0 weeks;Fonna;10;Patients;6;Intensive care;112.9;957;108;rate;born;number;2009-2014
13;30;Less than 37.0 weeks;Stavanger;10;Patients;6;Intensive care;112.9;2081;235;rate;born;number;2009-2014
14;30;Less than 37.0 weeks;Østfold;10;Patients;6;Intensive care;133;1165;155;rate;born;number;2009-2014
15;30;Less than 37.0 weeks;AHUS;10;Patients;6;Intensive care;141.2;2266;320;rate;born;number;2009-2014
16;30;Less than 37.0 weeks;OUS;10;Patients;6;Intensive care;117.7;3262;384;rate;born;number;2009-2014
19;30;Less than 37.0 weeks;Innlandet;10;Patients;6;Intensive care;101.4;1618;164;rate;born;number;2009-2014
20;30;Less than 37.0 weeks;Vestre Viken;10;Patients;6;Intensive care;124.2;1876;233;rate;born;number;2009-2014
21;30;Less than 37.0 weeks;Vestfold;10;Patients;6;Intensive care;126.8;883;112;rate;born;number;2009-2014
22;30;Less than 37.0 weeks;Telemark;10;Patients;6;Intensive care;151.1;741;112;rate;born;number;2009-2014
23;30;Less than 37.0 weeks;Sørlandet;10;Patients;6;Intensive care;137.3;1377;189;rate;born;number;2009-2014
8888;30;Less than 37.0 weeks;Norway;10;Patients;6;Intensive care;127.6;23617;3013;rate;born;number;2009-2014
2;31;More than 36.6 weeks (term infants);UNN/Finnmark;10;Patients;6;Intensive care;7.5;16700;126;rate;born;number;2009-2014
4;31;More than 36.6 weeks (term infants);Nordland;10;Patients;6;Intensive care;7.9;12705;101;rate;born;number;2009-2014
7;31;More than 36.6 weeks (term infants);Trøndelag;10;Patients;6;Intensive care;6.5;29658;193;rate;born;number;2009-2014
8;31;More than 36.6 weeks (term infants);Møre og Romsdal;10;Patients;6;Intensive care;8.4;16118;135;rate;born;number;2009-2014
11;31;More than 36.6 weeks (term infants);Bergen/Førde;10;Patients;6;Intensive care;5.9;37594;220;rate;born;number;2009-2014
12;31;More than 36.6 weeks (term infants);Fonna;10;Patients;6;Intensive care;7.9;11846;94;rate;born;number;2009-2014
13;31;More than 36.6 weeks (term infants);Stavanger;10;Patients;6;Intensive care;6;27704;165;rate;born;number;2009-2014
14;31;More than 36.6 weeks (term infants);Østfold;10;Patients;6;Intensive care;9.3;17078;159;rate;born;number;2009-2014
15;31;More than 36.6 weeks (term infants);AHUS;10;Patients;6;Intensive care;8.7;32055;279;rate;born;number;2009-2014
16;31;More than 36.6 weeks (term infants);OUS;10;Patients;6;Intensive care;8.2;49765;409;rate;born;number;2009-2014
19;31;More than 36.6 weeks (term infants);Innlandet;10;Patients;6;Intensive care;7;20787;145;rate;born;number;2009-2014
20;31;More than 36.6 weeks (term infants);Vestre Viken;10;Patients;6;Intensive care;5.5;28225;156;rate;born;number;2009-2014
21;31;More than 36.6 weeks (term infants);Vestfold;10;Patients;6;Intensive care;8.1;12857;104;rate;born;number;2009-2014
22;31;More than 36.6 weeks (term infants);Telemark;10;Patients;6;Intensive care;10.8;9527;103;rate;born;number;2009-2014
23;31;More than 36.6 weeks (term infants);Sørlandet;10;Patients;6;Intensive care;9.6;19630;188;rate;born;number;2009-2014
8888;31;More than 36.6 weeks (term infants);Norway;10;Patients;6;Intensive care;7.5;342249;2577;rate;born;number;2009-2014
2;32;All;UNN/Finnmark;10;Patients;6;Intensive care;16.5;17771;294;rate;born;number;2009-2014
4;32;All;Nordland;10;Patients;6;Intensive care;17.3;13656;236;rate;born;number;2009-2014
7;32;All;Trøndelag;10;Patients;6;Intensive care;13.8;31692;437;rate;born;number;2009-2014
8;32;All;Møre og Romsdal;10;Patients;6;Intensive care;15.6;17140;267;rate;born;number;2009-2014
11;32;All;Bergen/Førde;10;Patients;6;Intensive care;13.4;40458;542;rate;born;number;2009-2014
12;32;All;Fonna;10;Patients;6;Intensive care;15.6;12964;202;rate;born;number;2009-2014
13;32;All;Stavanger;10;Patients;6;Intensive care;13.2;30193;400;rate;born;number;2009-2014
14;32;All;Østfold;10;Patients;6;Intensive care;17.2;18305;314;rate;born;number;2009-2014
15;32;All;AHUS;10;Patients;6;Intensive care;17.4;34433;599;rate;born;number;2009-2014
16;32;All;OUS;10;Patients;6;Intensive care;14.9;53323;793;rate;born;number;2009-2014
19;32;All;Innlandet;10;Patients;6;Intensive care;13.6;22695;309;rate;born;number;2009-2014
20;32;All;Vestre Viken;10;Patients;6;Intensive care;12.9;30220;389;rate;born;number;2009-2014
21;32;All;Vestfold;10;Patients;6;Intensive care;15.7;13750;216;rate;born;number;2009-2014
22;32;All;Telemark;10;Patients;6;Intensive care;20.8;10337;215;rate;born;number;2009-2014
23;32;All;Sørlandet;10;Patients;6;Intensive care;17.8;21131;377;rate;born;number;2009-2014
8888;32;All;Norway;10;Patients;6;Intensive care;15.2;368068;5590;rate;born;number;2009-2014
2;33;Less than 37.0 weeks;UNN/Finnmark;11;Treatment days;6;Intensive care;1819.2;1012;1841;rate;born;number;2009-2014
4;33;Less than 37.0 weeks;Nordland;11;Treatment days;6;Intensive care;1766.4;916;1618;rate;born;number;2009-2014
7;33;Less than 37.0 weeks;Trøndelag;11;Treatment days;6;Intensive care;1651.7;1955;3229;rate;born;number;2009-2014
8;33;Less than 37.0 weeks;Møre og Romsdal;11;Treatment days;6;Intensive care;2264.8;978;2215;rate;born;number;2009-2014
11;33;Less than 37.0 weeks;Bergen/Førde;11;Treatment days;6;Intensive care;1382.2;2530;3497;rate;born;number;2009-2014
12;33;Less than 37.0 weeks;Fonna;11;Treatment days;6;Intensive care;1176.6;957;1126;rate;born;number;2009-2014
13;33;Less than 37.0 weeks;Stavanger;11;Treatment days;6;Intensive care;1182.1;2081;2460;rate;born;number;2009-2014
14;33;Less than 37.0 weeks;Østfold;11;Treatment days;6;Intensive care;1386.3;1165;1615;rate;born;number;2009-2014
15;33;Less than 37.0 weeks;AHUS;11;Treatment days;6;Intensive care;1929.8;2266;4373;rate;born;number;2009-2014
16;33;Less than 37.0 weeks;OUS;11;Treatment days;6;Intensive care;1297.1;3262;4231;rate;born;number;2009-2014
19;33;Less than 37.0 weeks;Innlandet;11;Treatment days;6;Intensive care;1219.4;1618;1973;rate;born;number;2009-2014
20;33;Less than 37.0 weeks;Vestre Viken;11;Treatment days;6;Intensive care;1490.9;1876;2797;rate;born;number;2009-2014
21;33;Less than 37.0 weeks;Vestfold;11;Treatment days;6;Intensive care;1565.1;883;1382;rate;born;number;2009-2014
22;33;Less than 37.0 weeks;Telemark;11;Treatment days;6;Intensive care;1352.2;741;1002;rate;born;number;2009-2014
23;33;Less than 37.0 weeks;Sørlandet;11;Treatment days;6;Intensive care;1658;1377;2283;rate;born;number;2009-2014
8888;33;Less than 37.0 weeks;Norway;11;Treatment days;6;Intensive care;1509.2;23617;35642;rate;born;number;2009-2014
2;34;More than 36.6 weeks (term infants);UNN/Finnmark;11;Treatment days;6;Intensive care;47.9;16700;800;rate;born;number;2009-2014
4;34;More than 36.6 weeks (term infants);Nordland;11;Treatment days;6;Intensive care;52.9;12705;672;rate;born;number;2009-2014
7;34;More than 36.6 weeks (term infants);Trøndelag;11;Treatment days;6;Intensive care;41;29658;1215;rate;born;number;2009-2014
8;34;More than 36.6 weeks (term infants);Møre og Romsdal;11;Treatment days;6;Intensive care;56.3;16118;908;rate;born;number;2009-2014
11;34;More than 36.6 weeks (term infants);Bergen/Førde;11;Treatment days;6;Intensive care;35.9;37594;1351;rate;born;number;2009-2014
12;34;More than 36.6 weeks (term infants);Fonna;11;Treatment days;6;Intensive care;52.1;11846;617;rate;born;number;2009-2014
13;34;More than 36.6 weeks (term infants);Stavanger;11;Treatment days;6;Intensive care;40.1;27704;1110;rate;born;number;2009-2014
14;34;More than 36.6 weeks (term infants);Østfold;11;Treatment days;6;Intensive care;57.7;17078;985;rate;born;number;2009-2014
15;34;More than 36.6 weeks (term infants);AHUS;11;Treatment days;6;Intensive care;51.8;32055;1661;rate;born;number;2009-2014
16;34;More than 36.6 weeks (term infants);OUS;11;Treatment days;6;Intensive care;45.7;49765;2274;rate;born;number;2009-2014
19;34;More than 36.6 weeks (term infants);Innlandet;11;Treatment days;6;Intensive care;45.6;20787;948;rate;born;number;2009-2014
20;34;More than 36.6 weeks (term infants);Vestre Viken;11;Treatment days;6;Intensive care;33.4;28225;944;rate;born;number;2009-2014
21;34;More than 36.6 weeks (term infants);Vestfold;11;Treatment days;6;Intensive care;34.2;12857;440;rate;born;number;2009-2014
22;34;More than 36.6 weeks (term infants);Telemark;11;Treatment days;6;Intensive care;75.6;9527;720;rate;born;number;2009-2014
23;34;More than 36.6 weeks (term infants);Sørlandet;11;Treatment days;6;Intensive care;50.4;19630;989;rate;born;number;2009-2014
8888;34;More than 36.6 weeks (term infants);Norway;11;Treatment days;6;Intensive care;45.7;342249;15634;rate;born;number;2009-2014
2;35;All;UNN/Finnmark;11;Treatment days;6;Intensive care;148.6;17771;2641;rate;born;number;2009-2014
4;35;All;Nordland;11;Treatment days;6;Intensive care;167.7;13656;2290;rate;born;number;2009-2014
7;35;All;Trøndelag;11;Treatment days;6;Intensive care;140.2;31692;4444;rate;born;number;2009-2014
8;35;All;Møre og Romsdal;11;Treatment days;6;Intensive care;182.2;17140;3123;rate;born;number;2009-2014
11;35;All;Bergen/Førde;11;Treatment days;6;Intensive care;119.8;40458;4848;rate;born;number;2009-2014
12;35;All;Fonna;11;Treatment days;6;Intensive care;134.4;12964;1743;rate;born;number;2009-2014
13;35;All;Stavanger;11;Treatment days;6;Intensive care;118.2;30193;3570;rate;born;number;2009-2014
14;35;All;Østfold;11;Treatment days;6;Intensive care;142;18305;2600;rate;born;number;2009-2014
15;35;All;AHUS;11;Treatment days;6;Intensive care;175.2;34433;6034;rate;born;number;2009-2014
16;35;All;OUS;11;Treatment days;6;Intensive care;122;53323;6505;rate;born;number;2009-2014
19;35;All;Innlandet;11;Treatment days;6;Intensive care;128.7;22695;2921;rate;born;number;2009-2014
20;35;All;Vestre Viken;11;Treatment days;6;Intensive care;123.8;30220;3741;rate;born;number;2009-2014
21;35;All;Vestfold;11;Treatment days;6;Intensive care;132.5;13750;1822;rate;born;number;2009-2014
22;35;All;Telemark;11;Treatment days;6;Intensive care;166.6;10337;1722;rate;born;number;2009-2014
23;35;All;Sørlandet;11;Treatment days;6;Intensive care;154.8;21131;3272;rate;born;number;2009-2014
8888;35;All;Norway;11;Treatment days;6;Intensive care;139.3;368068;51276;rate;born;number;2009-2014
