year;area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;name_numerator;name_denominator;period
2013;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;171.2;528;292225;rate;antall;innbyggere;2013-2017
2015;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;166.3;514;298486;rate;antall;innbyggere;2013-2017
2016;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;162.5;504;300789;rate;antall;innbyggere;2013-2017
2017;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;148.1;462;303754;rate;antall;innbyggere;2013-2017
2014;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;157.8;488;295644;rate;antall;innbyggere;2013-2017
2013;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;171.2;528;292225;rate;antall;innbyggere;2013-2017
2015;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;166.3;514;298486;rate;antall;innbyggere;2013-2017
2016;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;162.5;504;300789;rate;antall;innbyggere;2013-2017
2017;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;148.1;462;303754;rate;antall;innbyggere;2013-2017
2014;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;157.8;488;295644;rate;antall;innbyggere;2013-2017
2013;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;171.2;528;292225;rate;antall;innbyggere;2013-2017
2015;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;166.3;514;298486;rate;antall;innbyggere;2013-2017
2016;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;162.5;504;300789;rate;antall;innbyggere;2013-2017
2017;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;148.1;462;303754;rate;antall;innbyggere;2013-2017
2014;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;157.8;488;295644;rate;antall;innbyggere;2013-2017
2013;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;171.2;528;292225;rate;antall;innbyggere;2013-2017
2015;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;166.3;514;298486;rate;antall;innbyggere;2013-2017
2016;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;162.5;504;300789;rate;antall;innbyggere;2013-2017
2017;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;148.1;462;303754;rate;antall;innbyggere;2013-2017
2014;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;157.8;488;295644;rate;antall;innbyggere;2013-2017
2013;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;171.2;528;292225;rate;antall;innbyggere;2013-2017
2015;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;166.3;514;298486;rate;antall;innbyggere;2013-2017
2016;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;162.5;504;300789;rate;antall;innbyggere;2013-2017
2017;21;6;Fjerning av mandler;Sørlandet;1;Dagkirurgi;148.1;462;303754;rate;antall;innbyggere;2013-2017
2015;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;188.1;9873;5213985;rate;antall;innbyggere;2013-2017
2016;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;178.5;9386;5258317;rate;antall;innbyggere;2013-2017
2017;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;182;9567;5295619;rate;antall;innbyggere;2013-2017
2014;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;196.4;10300;5165802;rate;antall;innbyggere;2013-2017
2013;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;202.5;10576;5109056;rate;antall;innbyggere;2013-2017
2015;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;188.1;9873;5213985;rate;antall;innbyggere;2013-2017
2016;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;178.5;9386;5258317;rate;antall;innbyggere;2013-2017
2017;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;182;9567;5295619;rate;antall;innbyggere;2013-2017
2014;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;196.4;10300;5165802;rate;antall;innbyggere;2013-2017
2013;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;202.5;10576;5109056;rate;antall;innbyggere;2013-2017
2015;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;188.1;9873;5213985;rate;antall;innbyggere;2013-2017
2016;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;178.5;9386;5258317;rate;antall;innbyggere;2013-2017
2017;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;182;9567;5295619;rate;antall;innbyggere;2013-2017
2014;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;196.4;10300;5165802;rate;antall;innbyggere;2013-2017
2013;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;202.5;10576;5109056;rate;antall;innbyggere;2013-2017
2015;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;188.1;9873;5213985;rate;antall;innbyggere;2013-2017
2016;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;178.5;9386;5258317;rate;antall;innbyggere;2013-2017
2017;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;182;9567;5295619;rate;antall;innbyggere;2013-2017
2014;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;196.4;10300;5165802;rate;antall;innbyggere;2013-2017
2013;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;202.5;10576;5109056;rate;antall;innbyggere;2013-2017
2015;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;188.1;9873;5213985;rate;antall;innbyggere;2013-2017
2016;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;178.5;9386;5258317;rate;antall;innbyggere;2013-2017
2017;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;182;9567;5295619;rate;antall;innbyggere;2013-2017
2014;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;196.4;10300;5165802;rate;antall;innbyggere;2013-2017
2013;8888;6;Fjerning av mandler;Norge;1;Dagkirurgi;202.5;10576;5109056;rate;antall;innbyggere;2013-2017
2013;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;175.2;128;75207;rate;antall;innbyggere;2013-2017
2016;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;178.2;128;76149;rate;antall;innbyggere;2013-2017
2014;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;193.4;140;75605;rate;antall;innbyggere;2013-2017
2015;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;155.1;111;75758;rate;antall;innbyggere;2013-2017
2017;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;153.6;110;76167;rate;antall;innbyggere;2013-2017
2013;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;175.2;128;75207;rate;antall;innbyggere;2013-2017
2016;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;178.2;128;76149;rate;antall;innbyggere;2013-2017
2014;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;193.4;140;75605;rate;antall;innbyggere;2013-2017
2015;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;155.1;111;75758;rate;antall;innbyggere;2013-2017
2017;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;153.6;110;76167;rate;antall;innbyggere;2013-2017
2013;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;175.2;128;75207;rate;antall;innbyggere;2013-2017
2016;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;178.2;128;76149;rate;antall;innbyggere;2013-2017
2014;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;193.4;140;75605;rate;antall;innbyggere;2013-2017
2015;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;155.1;111;75758;rate;antall;innbyggere;2013-2017
2017;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;153.6;110;76167;rate;antall;innbyggere;2013-2017
2013;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;175.2;128;75207;rate;antall;innbyggere;2013-2017
2016;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;178.2;128;76149;rate;antall;innbyggere;2013-2017
2014;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;193.4;140;75605;rate;antall;innbyggere;2013-2017
2015;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;155.1;111;75758;rate;antall;innbyggere;2013-2017
2017;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;153.6;110;76167;rate;antall;innbyggere;2013-2017
2013;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;175.2;128;75207;rate;antall;innbyggere;2013-2017
2016;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;178.2;128;76149;rate;antall;innbyggere;2013-2017
2014;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;193.4;140;75605;rate;antall;innbyggere;2013-2017
2015;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;155.1;111;75758;rate;antall;innbyggere;2013-2017
2017;1;7;Ventilasjonsrør i trommehinnen;Finnmark;1;Dagkirurgi;153.6;110;76167;rate;antall;innbyggere;2013-2017
2013;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;149.6;277;188241;rate;antall;innbyggere;2013-2017
2016;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;114.4;208;191730;rate;antall;innbyggere;2013-2017
2014;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;144.1;266;189712;rate;antall;innbyggere;2013-2017
2015;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;146.3;269;190500;rate;antall;innbyggere;2013-2017
2017;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;129.7;233;192407;rate;antall;innbyggere;2013-2017
2013;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;149.6;277;188241;rate;antall;innbyggere;2013-2017
2016;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;114.4;208;191730;rate;antall;innbyggere;2013-2017
2014;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;144.1;266;189712;rate;antall;innbyggere;2013-2017
2015;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;146.3;269;190500;rate;antall;innbyggere;2013-2017
2017;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;129.7;233;192407;rate;antall;innbyggere;2013-2017
2013;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;149.6;277;188241;rate;antall;innbyggere;2013-2017
2016;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;114.4;208;191730;rate;antall;innbyggere;2013-2017
2014;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;144.1;266;189712;rate;antall;innbyggere;2013-2017
2015;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;146.3;269;190500;rate;antall;innbyggere;2013-2017
2017;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;129.7;233;192407;rate;antall;innbyggere;2013-2017
2013;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;149.6;277;188241;rate;antall;innbyggere;2013-2017
2016;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;114.4;208;191730;rate;antall;innbyggere;2013-2017
2014;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;144.1;266;189712;rate;antall;innbyggere;2013-2017
2015;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;146.3;269;190500;rate;antall;innbyggere;2013-2017
2017;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;129.7;233;192407;rate;antall;innbyggere;2013-2017
2013;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;149.6;277;188241;rate;antall;innbyggere;2013-2017
2016;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;114.4;208;191730;rate;antall;innbyggere;2013-2017
2014;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;144.1;266;189712;rate;antall;innbyggere;2013-2017
2015;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;146.3;269;190500;rate;antall;innbyggere;2013-2017
2017;2;7;Ventilasjonsrør i trommehinnen;UNN;1;Dagkirurgi;129.7;233;192407;rate;antall;innbyggere;2013-2017
2013;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;121.4;159;136442;rate;antall;innbyggere;2013-2017
2016;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;120.2;156;138164;rate;antall;innbyggere;2013-2017
2014;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;120.7;158;136931;rate;antall;innbyggere;2013-2017
2015;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;104.6;136;137343;rate;antall;innbyggere;2013-2017
2017;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;111.4;145;138813;rate;antall;innbyggere;2013-2017
2013;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;121.4;159;136442;rate;antall;innbyggere;2013-2017
2016;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;120.2;156;138164;rate;antall;innbyggere;2013-2017
2014;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;120.7;158;136931;rate;antall;innbyggere;2013-2017
2015;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;104.6;136;137343;rate;antall;innbyggere;2013-2017
2017;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;111.4;145;138813;rate;antall;innbyggere;2013-2017
2013;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;121.4;159;136442;rate;antall;innbyggere;2013-2017
2016;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;120.2;156;138164;rate;antall;innbyggere;2013-2017
2014;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;120.7;158;136931;rate;antall;innbyggere;2013-2017
2015;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;104.6;136;137343;rate;antall;innbyggere;2013-2017
2017;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;111.4;145;138813;rate;antall;innbyggere;2013-2017
2013;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;121.4;159;136442;rate;antall;innbyggere;2013-2017
2016;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;120.2;156;138164;rate;antall;innbyggere;2013-2017
2014;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;120.7;158;136931;rate;antall;innbyggere;2013-2017
2015;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;104.6;136;137343;rate;antall;innbyggere;2013-2017
2017;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;111.4;145;138813;rate;antall;innbyggere;2013-2017
2013;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;121.4;159;136442;rate;antall;innbyggere;2013-2017
2016;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;120.2;156;138164;rate;antall;innbyggere;2013-2017
2014;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;120.7;158;136931;rate;antall;innbyggere;2013-2017
2015;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;104.6;136;137343;rate;antall;innbyggere;2013-2017
2017;3;7;Ventilasjonsrør i trommehinnen;Nordland;1;Dagkirurgi;111.4;145;138813;rate;antall;innbyggere;2013-2017
2016;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;180.1;131;78604;rate;antall;innbyggere;2013-2017
2013;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;237.1;176;78244;rate;antall;innbyggere;2013-2017
2014;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;217.8;162;78492;rate;antall;innbyggere;2013-2017
2015;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;190.4;140;78393;rate;antall;innbyggere;2013-2017
2017;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;159.2;114;78614;rate;antall;innbyggere;2013-2017
2016;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;180.1;131;78604;rate;antall;innbyggere;2013-2017
2013;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;237.1;176;78244;rate;antall;innbyggere;2013-2017
2014;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;217.8;162;78492;rate;antall;innbyggere;2013-2017
2015;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;190.4;140;78393;rate;antall;innbyggere;2013-2017
2017;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;159.2;114;78614;rate;antall;innbyggere;2013-2017
2016;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;180.1;131;78604;rate;antall;innbyggere;2013-2017
2013;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;237.1;176;78244;rate;antall;innbyggere;2013-2017
2014;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;217.8;162;78492;rate;antall;innbyggere;2013-2017
2015;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;190.4;140;78393;rate;antall;innbyggere;2013-2017
2017;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;159.2;114;78614;rate;antall;innbyggere;2013-2017
2016;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;180.1;131;78604;rate;antall;innbyggere;2013-2017
2013;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;237.1;176;78244;rate;antall;innbyggere;2013-2017
2014;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;217.8;162;78492;rate;antall;innbyggere;2013-2017
2015;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;190.4;140;78393;rate;antall;innbyggere;2013-2017
2017;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;159.2;114;78614;rate;antall;innbyggere;2013-2017
2016;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;180.1;131;78604;rate;antall;innbyggere;2013-2017
2013;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;237.1;176;78244;rate;antall;innbyggere;2013-2017
2014;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;217.8;162;78492;rate;antall;innbyggere;2013-2017
2015;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;190.4;140;78393;rate;antall;innbyggere;2013-2017
2017;4;7;Ventilasjonsrør i trommehinnen;Helgeland;1;Dagkirurgi;159.2;114;78614;rate;antall;innbyggere;2013-2017
2013;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;395.2;529;133570;rate;antall;innbyggere;2013-2017
2016;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;398.3;529;135690;rate;antall;innbyggere;2013-2017
2014;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;391.2;522;134219;rate;antall;innbyggere;2013-2017
2015;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;419.2;558;134805;rate;antall;innbyggere;2013-2017
2017;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;309.8;410;136320;rate;antall;innbyggere;2013-2017
2013;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;395.2;529;133570;rate;antall;innbyggere;2013-2017
2016;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;398.3;529;135690;rate;antall;innbyggere;2013-2017
2014;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;391.2;522;134219;rate;antall;innbyggere;2013-2017
2015;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;419.2;558;134805;rate;antall;innbyggere;2013-2017
2017;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;309.8;410;136320;rate;antall;innbyggere;2013-2017
2013;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;395.2;529;133570;rate;antall;innbyggere;2013-2017
2016;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;398.3;529;135690;rate;antall;innbyggere;2013-2017
2014;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;391.2;522;134219;rate;antall;innbyggere;2013-2017
2015;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;419.2;558;134805;rate;antall;innbyggere;2013-2017
2017;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;309.8;410;136320;rate;antall;innbyggere;2013-2017
2013;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;395.2;529;133570;rate;antall;innbyggere;2013-2017
2016;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;398.3;529;135690;rate;antall;innbyggere;2013-2017
2014;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;391.2;522;134219;rate;antall;innbyggere;2013-2017
2015;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;419.2;558;134805;rate;antall;innbyggere;2013-2017
2017;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;309.8;410;136320;rate;antall;innbyggere;2013-2017
2013;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;395.2;529;133570;rate;antall;innbyggere;2013-2017
2016;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;398.3;529;135690;rate;antall;innbyggere;2013-2017
2014;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;391.2;522;134219;rate;antall;innbyggere;2013-2017
2015;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;419.2;558;134805;rate;antall;innbyggere;2013-2017
2017;5;7;Ventilasjonsrør i trommehinnen;Nord-Trøndelag;1;Dagkirurgi;309.8;410;136320;rate;antall;innbyggere;2013-2017
2016;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;70.3;226;320932;rate;antall;innbyggere;2013-2017
2014;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;184.9;588;313604;rate;antall;innbyggere;2013-2017
2015;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;147.6;471;317000;rate;antall;innbyggere;2013-2017
2017;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;157.8;505;324463;rate;antall;innbyggere;2013-2017
2013;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;190;602;309815;rate;antall;innbyggere;2013-2017
2016;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;70.3;226;320932;rate;antall;innbyggere;2013-2017
2014;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;184.9;588;313604;rate;antall;innbyggere;2013-2017
2015;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;147.6;471;317000;rate;antall;innbyggere;2013-2017
2017;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;157.8;505;324463;rate;antall;innbyggere;2013-2017
2013;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;190;602;309815;rate;antall;innbyggere;2013-2017
2016;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;70.3;226;320932;rate;antall;innbyggere;2013-2017
2014;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;184.9;588;313604;rate;antall;innbyggere;2013-2017
2015;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;147.6;471;317000;rate;antall;innbyggere;2013-2017
2017;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;157.8;505;324463;rate;antall;innbyggere;2013-2017
2013;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;190;602;309815;rate;antall;innbyggere;2013-2017
2016;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;70.3;226;320932;rate;antall;innbyggere;2013-2017
2014;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;184.9;588;313604;rate;antall;innbyggere;2013-2017
2015;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;147.6;471;317000;rate;antall;innbyggere;2013-2017
2017;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;157.8;505;324463;rate;antall;innbyggere;2013-2017
2013;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;190;602;309815;rate;antall;innbyggere;2013-2017
2016;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;70.3;226;320932;rate;antall;innbyggere;2013-2017
2014;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;184.9;588;313604;rate;antall;innbyggere;2013-2017
2015;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;147.6;471;317000;rate;antall;innbyggere;2013-2017
2017;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;157.8;505;324463;rate;antall;innbyggere;2013-2017
2013;6;7;Ventilasjonsrør i trommehinnen;St. Olavs;1;Dagkirurgi;190;602;309815;rate;antall;innbyggere;2013-2017
2016;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;172.8;446;264248;rate;antall;innbyggere;2013-2017
2014;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;175.5;456;261681;rate;antall;innbyggere;2013-2017
2013;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;192.2;499;259484;rate;antall;innbyggere;2013-2017
2015;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;186.6;484;263254;rate;antall;innbyggere;2013-2017
2017;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;150.5;387;264817;rate;antall;innbyggere;2013-2017
2016;7;7;Ventilasjonsrør i trommehinnen;Møre og Romsdal;1;Dagkirurgi;172.8;446;264248;rate;antall;innbyggere;2013-2017
