area;level2;level2_en;area_en;Level1;level1_en;value;numerator;denominator;type;name_numerator;name_denominator;Period
13;22;Primary knee replacements;Akershus;5;Orthopaedics;4.09;122;28648;Rate;Number;Inhabitants;2013-2015
14;22;Primary knee replacements;OUS;5;Orthopaedics;3.76;56;15113;Rate;Number;Inhabitants;2013-2015
15;22;Primary knee replacements;Innlandet;5;Orthopaedics;4.15;146;35111;Rate;Number;Inhabitants;2013-2015
16;22;Primary knee replacements;Vestre Viken;5;Orthopaedics;4.35;150;34438;Rate;Number;Inhabitants;2013-2015
17;22;Primary knee replacements;Vestfold;5;Orthopaedics;4.17;76;17862;Rate;Number;Inhabitants;2013-2015
18;22;Primary knee replacements;Telemark;5;Orthopaedics;3.36;47;14098;Rate;Number;Inhabitants;2013-2015
19;22;Primary knee replacements;Sørlandet;5;Orthopaedics;4.78;98;20283;Rate;Number;Inhabitants;2013-2015
20;22;Primary knee replacements;Inner Oslo;5;Orthopaedics;4.08;50;12527;Rate;Number;Inhabitants;2013-2015
8888;22;Primary knee replacements;Norway;5;Orthopaedics;4.1;1481;359928;Rate;Number;Inhabitants;2013-2015
1;23;Hip fractures;Finnmark;5;Orthopaedics;18.22;85;5054;Rate;Number;Inhabitants;2013-2015
2;23;Hip fractures;UNN;5;Orthopaedics;17.49;233;13700;Rate;Number;Inhabitants;2013-2015
3;23;Hip fractures;Nordland;5;Orthopaedics;19.04;203;10815;Rate;Number;Inhabitants;2013-2015
4;23;Hip fractures;Helgeland;5;Orthopaedics;16.94;111;6721;Rate;Number;Inhabitants;2013-2015
5;23;Hip fractures;Nord-Trøndelag;5;Orthopaedics;17.55;194;11219;Rate;Number;Inhabitants;2013-2015
6;23;Hip fractures;St. Olavs;5;Orthopaedics;20.43;417;20548;Rate;Number;Inhabitants;2013-2015
7;23;Hip fractures;Møre og Romsdal;5;Orthopaedics;19.29;414;20861;Rate;Number;Inhabitants;2013-2015
8;23;Hip fractures;Førde;5;Orthopaedics;17.61;174;9515;Rate;Number;Inhabitants;2013-2015
9;23;Hip fractures;Bergen;5;Orthopaedics;19.36;575;29339;Rate;Number;Inhabitants;2013-2015
10;23;Hip fractures;Fonna;5;Orthopaedics;19;254;13192;Rate;Number;Inhabitants;2013-2015
11;23;Hip fractures;Stavanger;5;Orthopaedics;18.27;346;19056;Rate;Number;Inhabitants;2013-2015
12;23;Hip fractures;Østfold;5;Orthopaedics;21.36;452;21830;Rate;Number;Inhabitants;2013-2015
13;23;Hip fractures;Akershus;5;Orthopaedics;19.66;527;28648;Rate;Number;Inhabitants;2013-2015
14;23;Hip fractures;OUS;5;Orthopaedics;19.54;319;15113;Rate;Number;Inhabitants;2013-2015
15;23;Hip fractures;Innlandet;5;Orthopaedics;20.06;697;35111;Rate;Number;Inhabitants;2013-2015
16;23;Hip fractures;Vestre Viken;5;Orthopaedics;18.85;648;34438;Rate;Number;Inhabitants;2013-2015
17;23;Hip fractures;Vestfold;5;Orthopaedics;19.71;347;17862;Rate;Number;Inhabitants;2013-2015
18;23;Hip fractures;Telemark;5;Orthopaedics;19.29;278;14098;Rate;Number;Inhabitants;2013-2015
19;23;Hip fractures;Sørlandet;5;Orthopaedics;19.59;392;20283;Rate;Number;Inhabitants;2013-2015
20;23;Hip fractures;Inner Oslo;5;Orthopaedics;18.7;256;12527;Rate;Number;Inhabitants;2013-2015
8888;23;Hip fractures;Norway;5;Orthopaedics;19.28;6922;359928;Rate;Number;Inhabitants;2013-2015
1;24;Hip fractures, readmissions;Finnmark;5;Orthopaedics;16.98;13;76;Proportion (%);Readmissions;Primary admissions;2013-2015
2;24;Hip fractures, readmissions;UNN;5;Orthopaedics;11.42;24;213;Proportion (%);Readmissions;Primary admissions;2013-2015
3;24;Hip fractures, readmissions;Nordland;5;Orthopaedics;14.91;28;186;Proportion (%);Readmissions;Primary admissions;2013-2015
4;24;Hip fractures, readmissions;Helgeland;5;Orthopaedics;18.72;19;99;Proportion (%);Readmissions;Primary admissions;2013-2015
5;24;Hip fractures, readmissions;Nord-Trøndelag;5;Orthopaedics;15.09;27;175;Proportion (%);Readmissions;Primary admissions;2013-2015
6;24;Hip fractures, readmissions;St. Olavs;5;Orthopaedics;16.27;64;391;Proportion (%);Readmissions;Primary admissions;2013-2015
7;24;Hip fractures, readmissions;Møre og Romsdal;5;Orthopaedics;15.6;59;374;Proportion (%);Readmissions;Primary admissions;2013-2015
8;24;Hip fractures, readmissions;Førde;5;Orthopaedics;14.42;23;160;Proportion (%);Readmissions;Primary admissions;2013-2015
9;24;Hip fractures, readmissions;Bergen;5;Orthopaedics;16.42;87;530;Proportion (%);Readmissions;Primary admissions;2013-2015
10;24;Hip fractures, readmissions;Fonna;5;Orthopaedics;14.21;34;235;Proportion (%);Readmissions;Primary admissions;2013-2015
11;24;Hip fractures, readmissions;Stavanger;5;Orthopaedics;18.02;57;318;Proportion (%);Readmissions;Primary admissions;2013-2015
12;24;Hip fractures, readmissions;Østfold;5;Orthopaedics;12.57;52;414;Proportion (%);Readmissions;Primary admissions;2013-2015
13;24;Hip fractures, readmissions;Akershus;5;Orthopaedics;16.28;79;485;Proportion (%);Readmissions;Primary admissions;2013-2015
14;24;Hip fractures, readmissions;OUS;5;Orthopaedics;16.07;47;290;Proportion (%);Readmissions;Primary admissions;2013-2015
15;24;Hip fractures, readmissions;Innlandet;5;Orthopaedics;14.25;90;627;Proportion (%);Readmissions;Primary admissions;2013-2015
16;24;Hip fractures, readmissions;Vestre Viken;5;Orthopaedics;17;101;588;Proportion (%);Readmissions;Primary admissions;2013-2015
17;24;Hip fractures, readmissions;Vestfold;5;Orthopaedics;11.86;38;317;Proportion (%);Readmissions;Primary admissions;2013-2015
18;24;Hip fractures, readmissions;Telemark;5;Orthopaedics;15.36;39;255;Proportion (%);Readmissions;Primary admissions;2013-2015
19;24;Hip fractures, readmissions;Sørlandet;5;Orthopaedics;14.48;51;352;Proportion (%);Readmissions;Primary admissions;2013-2015
20;24;Hip fractures, readmissions;Inner Oslo;5;Orthopaedics;18.15;43;236;Proportion (%);Readmissions;Primary admissions;2013-2015
8888;24;Hip fractures, readmissions;Norway;5;Orthopaedics;15.37;974;6322;Proportion (%);Readmissions;Primary admissions;2013-2015
1;25;Wrist fractures, Conservative treatment (proportion);Finnmark;5;Orthopaedics;90.39;29;32;Proportion (%);Treated conservative;All wrist fractures;2013-2015
2;25;Wrist fractures, Conservative treatment (proportion);UNN;5;Orthopaedics;77.06;68;89;Proportion (%);Treated conservative;All wrist fractures;2013-2015
3;25;Wrist fractures, Conservative treatment (proportion);Nordland;5;Orthopaedics;77.13;55;72;Proportion (%);Treated conservative;All wrist fractures;2013-2015
4;25;Wrist fractures, Conservative treatment (proportion);Helgeland;5;Orthopaedics;86.16;37;43;Proportion (%);Treated conservative;All wrist fractures;2013-2015
5;25;Wrist fractures, Conservative treatment (proportion);Nord-Trøndelag;5;Orthopaedics;79.37;62;78;Proportion (%);Treated conservative;All wrist fractures;2013-2015
6;25;Wrist fractures, Conservative treatment (proportion);St. Olavs;5;Orthopaedics;79.31;121;153;Proportion (%);Treated conservative;All wrist fractures;2013-2015
7;25;Wrist fractures, Conservative treatment (proportion);Møre og Romsdal;5;Orthopaedics;71.27;120;167;Proportion (%);Treated conservative;All wrist fractures;2013-2015
8;25;Wrist fractures, Conservative treatment (proportion);Førde;5;Orthopaedics;64.49;48;74;Proportion (%);Treated conservative;All wrist fractures;2013-2015
9;25;Wrist fractures, Conservative treatment (proportion);Bergen;5;Orthopaedics;73.54;199;270;Proportion (%);Treated conservative;All wrist fractures;2013-2015
10;25;Wrist fractures, Conservative treatment (proportion);Fonna;5;Orthopaedics;78.11;75;96;Proportion (%);Treated conservative;All wrist fractures;2013-2015
11;25;Wrist fractures, Conservative treatment (proportion);Stavanger;5;Orthopaedics;75.25;107;142;Proportion (%);Treated conservative;All wrist fractures;2013-2015
12;25;Wrist fractures, Conservative treatment (proportion);Østfold;5;Orthopaedics;73.32;119;163;Proportion (%);Treated conservative;All wrist fractures;2013-2015
13;25;Wrist fractures, Conservative treatment (proportion);Akershus;5;Orthopaedics;81.44;183;227;Proportion (%);Treated conservative;All wrist fractures;2013-2015
14;25;Wrist fractures, Conservative treatment (proportion);OUS;5;Orthopaedics;90.14;111;123;Proportion (%);Treated conservative;All wrist fractures;2013-2015
15;25;Wrist fractures, Conservative treatment (proportion);Innlandet;5;Orthopaedics;78.28;187;239;Proportion (%);Treated conservative;All wrist fractures;2013-2015
16;25;Wrist fractures, Conservative treatment (proportion);Vestre Viken;5;Orthopaedics;76.43;220;288;Proportion (%);Treated conservative;All wrist fractures;2013-2015
17;25;Wrist fractures, Conservative treatment (proportion);Vestfold;5;Orthopaedics;51.77;68;133;Proportion (%);Treated conservative;All wrist fractures;2013-2015
18;25;Wrist fractures, Conservative treatment (proportion);Telemark;5;Orthopaedics;72.33;75;103;Proportion (%);Treated conservative;All wrist fractures;2013-2015
19;25;Wrist fractures, Conservative treatment (proportion);Sørlandet;5;Orthopaedics;76.62;109;143;Proportion (%);Treated conservative;All wrist fractures;2013-2015
20;25;Wrist fractures, Conservative treatment (proportion);Inner Oslo;5;Orthopaedics;89.86;95;106;Proportion (%);Treated conservative;All wrist fractures;2013-2015
8888;25;Wrist fractures, Conservative treatment (proportion);Norway;5;Orthopaedics;76.25;2089;2741;Proportion (%);Treated conservative;All wrist fractures;2013-2015
1;26;Femoral neck fractures, treated with hip replacement (proportion);Finnmark;5;Orthopaedics;58.16;32;55;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
2;26;Femoral neck fractures, treated with hip replacement (proportion);UNN;5;Orthopaedics;53.28;73;138;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
3;26;Femoral neck fractures, treated with hip replacement (proportion);Nordland;5;Orthopaedics;70.33;82;117;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
4;26;Femoral neck fractures, treated with hip replacement (proportion);Helgeland;5;Orthopaedics;56.49;37;65;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
5;26;Femoral neck fractures, treated with hip replacement (proportion);Nord-Trøndelag;5;Orthopaedics;59.62;65;109;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
6;26;Femoral neck fractures, treated with hip replacement (proportion);St. Olavs;5;Orthopaedics;78.61;188;241;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
7;26;Femoral neck fractures, treated with hip replacement (proportion);Møre og Romsdal;5;Orthopaedics;73.56;165;225;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
8;26;Femoral neck fractures, treated with hip replacement (proportion);Førde;5;Orthopaedics;64.49;55;86;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
9;26;Femoral neck fractures, treated with hip replacement (proportion);Bergen;5;Orthopaedics;75.06;240;321;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
10;26;Femoral neck fractures, treated with hip replacement (proportion);Fonna;5;Orthopaedics;69.12;106;153;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
11;26;Femoral neck fractures, treated with hip replacement (proportion);Stavanger;5;Orthopaedics;69.56;141;206;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
12;26;Femoral neck fractures, treated with hip replacement (proportion);Østfold;5;Orthopaedics;88.28;227;259;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
13;26;Femoral neck fractures, treated with hip replacement (proportion);Akershus;5;Orthopaedics;76.67;241;315;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
14;26;Femoral neck fractures, treated with hip replacement (proportion);OUS;5;Orthopaedics;85.64;139;164;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
15;26;Femoral neck fractures, treated with hip replacement (proportion);Innlandet;5;Orthopaedics;80.7;314;391;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
16;26;Femoral neck fractures, treated with hip replacement (proportion);Vestre Viken;5;Orthopaedics;81.22;282;348;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
17;26;Femoral neck fractures, treated with hip replacement (proportion);Vestfold;5;Orthopaedics;70.03;135;194;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
18;26;Femoral neck fractures, treated with hip replacement (proportion);Telemark;5;Orthopaedics;71.95;117;163;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
19;26;Femoral neck fractures, treated with hip replacement (proportion);Sørlandet;5;Orthopaedics;72.94;167;229;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
20;26;Femoral neck fractures, treated with hip replacement (proportion);Inner Oslo;5;Orthopaedics;77.14;107;140;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
8888;26;Femoral neck fractures, treated with hip replacement (proportion);Norway;5;Orthopaedics;74.69;2912;3917;Proportion (%);Hip replacements;All femoral neck fract.;2013-2015
1;27;Strokes, emergency admissions;Finnmark;6;Neurology;15.27;77;5054;Rate;Number;Inhabitants;2013-2015
2;27;Strokes, emergency admissions;UNN;6;Neurology;18.13;244;13700;Rate;Number;Inhabitants;2013-2015
3;27;Strokes, emergency admissions;Nordland;6;Neurology;15.61;168;10815;Rate;Number;Inhabitants;2013-2015
4;27;Strokes, emergency admissions;Helgeland;6;Neurology;14.97;100;6721;Rate;Number;Inhabitants;2013-2015
5;27;Strokes, emergency admissions;Nord-Trøndelag;6;Neurology;15.05;169;11219;Rate;Number;Inhabitants;2013-2015
6;27;Strokes, emergency admissions;St. Olavs;6;Neurology;17.27;354;20548;Rate;Number;Inhabitants;2013-2015
7;27;Strokes, emergency admissions;Møre og Romsdal;6;Neurology;14.41;306;20861;Rate;Number;Inhabitants;2013-2015
8;27;Strokes, emergency admissions;Førde;6;Neurology;16.35;160;9515;Rate;Number;Inhabitants;2013-2015
9;27;Strokes, emergency admissions;Bergen;6;Neurology;15.11;445;29339;Rate;Number;Inhabitants;2013-2015
10;27;Strokes, emergency admissions;Fonna;6;Neurology;14.41;192;13192;Rate;Number;Inhabitants;2013-2015
11;27;Strokes, emergency admissions;Stavanger;6;Neurology;12.62;239;19056;Rate;Number;Inhabitants;2013-2015
12;27;Strokes, emergency admissions;Østfold;6;Neurology;13.78;296;21830;Rate;Number;Inhabitants;2013-2015
13;27;Strokes, emergency admissions;Akershus;6;Neurology;14.47;398;28648;Rate;Number;Inhabitants;2013-2015
14;27;Strokes, emergency admissions;OUS;6;Neurology;15.93;248;15113;Rate;Number;Inhabitants;2013-2015
15;27;Strokes, emergency admissions;Innlandet;6;Neurology;15.26;537;35111;Rate;Number;Inhabitants;2013-2015
16;27;Strokes, emergency admissions;Vestre Viken;6;Neurology;13.87;478;34438;Rate;Number;Inhabitants;2013-2015
17;27;Strokes, emergency admissions;Vestfold;6;Neurology;12.88;228;17862;Rate;Number;Inhabitants;2013-2015
18;27;Strokes, emergency admissions;Telemark;6;Neurology;14.55;206;14098;Rate;Number;Inhabitants;2013-2015
19;27;Strokes, emergency admissions;Sørlandet;6;Neurology;13.84;279;20283;Rate;Number;Inhabitants;2013-2015
20;27;Strokes, emergency admissions;Inner Oslo;6;Neurology;15.96;207;12527;Rate;Number;Inhabitants;2013-2015
8888;27;Strokes, emergency admissions;Norway;6;Neurology;14.83;5329;359928;Rate;Number;Inhabitants;2013-2015
1;28;Strokes, readmissions;Finnmark;6;Neurology;11.86;7;59;Proportion (%);Readmissions;Primary admissions;2013-2015
2;28;Strokes, readmissions;UNN;6;Neurology;8.46;17;199;Proportion (%);Readmissions;Primary admissions;2013-2015
3;28;Strokes, readmissions;Nordland;6;Neurology;12.89;17;134;Proportion (%);Readmissions;Primary admissions;2013-2015
4;28;Strokes, readmissions;Helgeland;6;Neurology;11.48;9;78;Proportion (%);Readmissions;Primary admissions;2013-2015
5;28;Strokes, readmissions;Nord-Trøndelag;6;Neurology;15.39;21;136;Proportion (%);Readmissions;Primary admissions;2013-2015
6;28;Strokes, readmissions;St. Olavs;6;Neurology;12.53;36;288;Proportion (%);Readmissions;Primary admissions;2013-2015
7;28;Strokes, readmissions;Møre og Romsdal;6;Neurology;15.07;38;251;Proportion (%);Readmissions;Primary admissions;2013-2015
8;28;Strokes, readmissions;Førde;6;Neurology;16.18;21;128;Proportion (%);Readmissions;Primary admissions;2013-2015
9;28;Strokes, readmissions;Bergen;6;Neurology;13.74;51;371;Proportion (%);Readmissions;Primary admissions;2013-2015
10;28;Strokes, readmissions;Fonna;6;Neurology;15.83;25;156;Proportion (%);Readmissions;Primary admissions;2013-2015
11;28;Strokes, readmissions;Stavanger;6;Neurology;12.68;25;195;Proportion (%);Readmissions;Primary admissions;2013-2015
12;28;Strokes, readmissions;Østfold;6;Neurology;12.69;30;235;Proportion (%);Readmissions;Primary admissions;2013-2015
13;28;Strokes, readmissions;Akershus;6;Neurology;14.03;45;320;Proportion (%);Readmissions;Primary admissions;2013-2015
14;28;Strokes, readmissions;OUS;6;Neurology;14.44;29;202;Proportion (%);Readmissions;Primary admissions;2013-2015
15;28;Strokes, readmissions;Innlandet;6;Neurology;11.02;47;425;Proportion (%);Readmissions;Primary admissions;2013-2015
16;28;Strokes, readmissions;Vestre Viken;6;Neurology;10.25;38;372;Proportion (%);Readmissions;Primary admissions;2013-2015
17;28;Strokes, readmissions;Vestfold;6;Neurology;11.84;21;178;Proportion (%);Readmissions;Primary admissions;2013-2015
18;28;Strokes, readmissions;Telemark;6;Neurology;12.13;20;163;Proportion (%);Readmissions;Primary admissions;2013-2015
19;28;Strokes, readmissions;Sørlandet;6;Neurology;10.96;24;223;Proportion (%);Readmissions;Primary admissions;2013-2015
20;28;Strokes, readmissions;Inner Oslo;6;Neurology;14.3;24;169;Proportion (%);Readmissions;Primary admissions;2013-2015
8888;28;Strokes, readmissions;Norway;6;Neurology;12.73;545;4281;Proportion (%);Readmissions;Primary admissions;2013-2015
1;29;Strokes, patients treated at a stroke unit (proportion);Finnmark;6;Neurology;91.73;51;55;Proportion (%);At a stroke unit;All admissions;2013-2015
2;29;Strokes, patients treated at a stroke unit (proportion);UNN;6;Neurology;88.47;184;208;Proportion (%);At a stroke unit;All admissions;2013-2015
3;29;Strokes, patients treated at a stroke unit (proportion);Nordland;6;Neurology;93.43;132;142;Proportion (%);At a stroke unit;All admissions;2013-2015
4;29;Strokes, patients treated at a stroke unit (proportion);Helgeland;6;Neurology;86.81;73;84;Proportion (%);At a stroke unit;All admissions;2013-2015
5;29;Strokes, patients treated at a stroke unit (proportion);Nord-Trøndelag;6;Neurology;92.57;141;151;Proportion (%);At a stroke unit;All admissions;2013-2015
6;29;Strokes, patients treated at a stroke unit (proportion);St. Olavs;6;Neurology;82.5;278;337;Proportion (%);At a stroke unit;All admissions;2013-2015
7;29;Strokes, patients treated at a stroke unit (proportion);Møre og Romsdal;6;Neurology;94.32;250;265;Proportion (%);At a stroke unit;All admissions;2013-2015
8;29;Strokes, patients treated at a stroke unit (proportion);Førde;6;Neurology;66.94;88;133;Proportion (%);At a stroke unit;All admissions;2013-2015
9;29;Strokes, patients treated at a stroke unit (proportion);Bergen;6;Neurology;94.57;315;334;Proportion (%);At a stroke unit;All admissions;2013-2015
10;29;Strokes, patients treated at a stroke unit (proportion);Fonna;6;Neurology;91.5;140;153;Proportion (%);At a stroke unit;All admissions;2013-2015
11;29;Strokes, patients treated at a stroke unit (proportion);Stavanger;6;Neurology;98.67;185;187;Proportion (%);At a stroke unit;All admissions;2013-2015
12;29;Strokes, patients treated at a stroke unit (proportion);Østfold;6;Neurology;96.69;256;265;Proportion (%);At a stroke unit;All admissions;2013-2015
13;29;Strokes, patients treated at a stroke unit (proportion);Akershus;6;Neurology;99.4;179;180;Proportion (%);At a stroke unit;All admissions;2013-2015
14;29;Strokes, patients treated at a stroke unit (proportion);OUS;6;Neurology;96.16;410;427;Proportion (%);At a stroke unit;All admissions;2013-2015
15;29;Strokes, patients treated at a stroke unit (proportion);Innlandet;6;Neurology;78.57;326;413;Proportion (%);At a stroke unit;All admissions;2013-2015
16;29;Strokes, patients treated at a stroke unit (proportion);Vestre Viken;6;Neurology;97.74;403;412;Proportion (%);At a stroke unit;All admissions;2013-2015
17;29;Strokes, patients treated at a stroke unit (proportion);Vestfold;6;Neurology;84.02;169;201;Proportion (%);At a stroke unit;All admissions;2013-2015
18;29;Strokes, patients treated at a stroke unit (proportion);Telemark;6;Neurology;82.51;137;166;Proportion (%);At a stroke unit;All admissions;2013-2015
19;29;Strokes, patients treated at a stroke unit (proportion);Sørlandet;6;Neurology;92.46;225;243;Proportion (%);At a stroke unit;All admissions;2013-2015
20;29;Strokes, patients treated at a stroke unit (proportion);Inner Oslo;6;Neurology;96.16;410;427;Proportion (%);At a stroke unit;All admissions;2013-2015
8888;29;Strokes, patients treated at a stroke unit (proportion);Norway;6;Neurology;90.49;3937;4352;Proportion (%);At a stroke unit;All admissions;2013-2015
1;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Finnmark;6;Neurology;37.81;20;55;Proportion (%);Admitted   4h;All admissions;2013-2015
2;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);UNN;6;Neurology;36.67;76;208;Proportion (%);Admitted   4h;All admissions;2013-2015
3;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Nordland;6;Neurology;45.84;66;142;Proportion (%);Admitted   4h;All admissions;2013-2015
4;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Helgeland;6;Neurology;36.99;31;84;Proportion (%);Admitted   4h;All admissions;2013-2015
5;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Nord-Trøndelag;6;Neurology;37.45;57;151;Proportion (%);Admitted   4h;All admissions;2013-2015
6;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);St. Olavs;6;Neurology;35.81;121;337;Proportion (%);Admitted   4h;All admissions;2013-2015
7;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Møre og Romsdal;6;Neurology;46.59;124;265;Proportion (%);Admitted   4h;All admissions;2013-2015
8;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Førde;6;Neurology;45.6;60;133;Proportion (%);Admitted   4h;All admissions;2013-2015
9;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Bergen;6;Neurology;43.73;146;334;Proportion (%);Admitted   4h;All admissions;2013-2015
10;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Fonna;6;Neurology;49.91;77;153;Proportion (%);Admitted   4h;All admissions;2013-2015
11;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Stavanger;6;Neurology;54.07;101;187;Proportion (%);Admitted   4h;All admissions;2013-2015
12;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Østfold;6;Neurology;38.5;102;265;Proportion (%);Admitted   4h;All admissions;2013-2015
13;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Akershus;6;Neurology;40.02;72;180;Proportion (%);Admitted   4h;All admissions;2013-2015
14;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);OUS;6;Neurology;42.94;183;427;Proportion (%);Admitted   4h;All admissions;2013-2015
15;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Innlandet;6;Neurology;42.86;177;413;Proportion (%);Admitted   4h;All admissions;2013-2015
16;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Vestre Viken;6;Neurology;39.44;163;412;Proportion (%);Admitted   4h;All admissions;2013-2015
17;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Vestfold;6;Neurology;39.39;79;201;Proportion (%);Admitted   4h;All admissions;2013-2015
18;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Telemark;6;Neurology;44.59;75;166;Proportion (%);Admitted   4h;All admissions;2013-2015
19;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Sørlandet;6;Neurology;43.7;107;243;Proportion (%);Admitted   4h;All admissions;2013-2015
20;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Inner Oslo;6;Neurology;42.94;183;427;Proportion (%);Admitted   4h;All admissions;2013-2015
8888;30;Strokes, patients admitted within four hours of the onset of symptoms (proportion);Norway;6;Neurology;42.07;1832;4352;Proportion (%);Admitted   4h;All admissions;2013-2015
1;31;Dementia, outpatient services;Finnmark;6;Neurology;;14;5054;Rate;Number;Inhabitants;2013-2015
2;31;Dementia, outpatient services;UNN;6;Neurology;17.77;242;13700;Rate;Number;Inhabitants;2013-2015
3;31;Dementia, outpatient services;Nordland;6;Neurology;;22;10815;Rate;Number;Inhabitants;2013-2015
4;31;Dementia, outpatient services;Helgeland;6;Neurology;;9;6721;Rate;Number;Inhabitants;2013-2015
5;31;Dementia, outpatient services;Nord-Trøndelag;6;Neurology;7.74;88;11219;Rate;Number;Inhabitants;2013-2015
6;31;Dementia, outpatient services;St. Olavs;6;Neurology;15.19;312;20548;Rate;Number;Inhabitants;2013-2015
7;31;Dementia, outpatient services;Møre og Romsdal;6;Neurology;15.16;317;20861;Rate;Number;Inhabitants;2013-2015
8;31;Dementia, outpatient services;Førde;6;Neurology;6.47;61;9515;Rate;Number;Inhabitants;2013-2015
9;31;Dementia, outpatient services;Bergen;6;Neurology;16.53;484;29339;Rate;Number;Inhabitants;2013-2015
10;31;Dementia, outpatient services;Fonna;6;Neurology;11.97;157;13192;Rate;Number;Inhabitants;2013-2015
11;31;Dementia, outpatient services;Stavanger;6;Neurology;12.94;246;19056;Rate;Number;Inhabitants;2013-2015
12;31;Dementia, outpatient services;Østfold;6;Neurology;8.86;194;21830;Rate;Number;Inhabitants;2013-2015
13;31;Dementia, outpatient services;Akershus;6;Neurology;6.07;177;28648;Rate;Number;Inhabitants;2013-2015
14;31;Dementia, outpatient services;OUS;6;Neurology;34.35;528;15113;Rate;Number;Inhabitants;2013-2015
15;31;Dementia, outpatient services;Innlandet;6;Neurology;11.61;408;35111;Rate;Number;Inhabitants;2013-2015
16;31;Dementia, outpatient services;Vestre Viken;6;Neurology;8.79;303;34438;Rate;Number;Inhabitants;2013-2015
17;31;Dementia, outpatient services;Vestfold;6;Neurology;15.3;268;17862;Rate;Number;Inhabitants;2013-2015
18;31;Dementia, outpatient services;Telemark;6;Neurology;3.42;48;14098;Rate;Number;Inhabitants;2013-2015
19;31;Dementia, outpatient services;Sørlandet;6;Neurology;6.42;131;20283;Rate;Number;Inhabitants;2013-2015
20;31;Dementia, outpatient services;Inner Oslo;6;Neurology;37.88;475;12527;Rate;Number;Inhabitants;2013-2015
8888;31;Dementia, outpatient services;Norway;6;Neurology;12.48;4483;359928;Rate;Number;Inhabitants;2013-2015
1;32;Parkinson’s disease, outpatient services;Finnmark;6;Neurology;9.32;49;5054;Rate;Number;Inhabitants;2013-2015
2;32;Parkinson’s disease, outpatient services;UNN;6;Neurology;14.32;201;13700;Rate;Number;Inhabitants;2013-2015
3;32;Parkinson’s disease, outpatient services;Nordland;6;Neurology;12;130;10815;Rate;Number;Inhabitants;2013-2015
4;32;Parkinson’s disease, outpatient services;Helgeland;6;Neurology;11.79;80;6721;Rate;Number;Inhabitants;2013-2015
5;32;Parkinson’s disease, outpatient services;Nord-Trøndelag;6;Neurology;16;182;11219;Rate;Number;Inhabitants;2013-2015
6;32;Parkinson’s disease, outpatient services;St. Olavs;6;Neurology;8.3;171;20548;Rate;Number;Inhabitants;2013-2015
7;32;Parkinson’s disease, outpatient services;Møre og Romsdal;6;Neurology;14;289;20861;Rate;Number;Inhabitants;2013-2015
8;32;Parkinson’s disease, outpatient services;Førde;6;Neurology;14.11;133;9515;Rate;Number;Inhabitants;2013-2015
9;32;Parkinson’s disease, outpatient services;Bergen;6;Neurology;14.27;418;29339;Rate;Number;Inhabitants;2013-2015
10;32;Parkinson’s disease, outpatient services;Fonna;6;Neurology;13.91;184;13192;Rate;Number;Inhabitants;2013-2015
11;32;Parkinson’s disease, outpatient services;Stavanger;6;Neurology;16.48;317;19056;Rate;Number;Inhabitants;2013-2015
