area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;numerator_name;denominator_name;period
11;20;Kols, reinnleggelser;Stavanger;4;Lungemedisin;27.96;117;417;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
12;20;Kols, reinnleggelser;Østfold;4;Lungemedisin;29.11;113;388;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
13;20;Kols, reinnleggelser;Akershus;4;Lungemedisin;30.1;181;606;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
14;20;Kols, reinnleggelser;OUS;4;Lungemedisin;32.67;122;381;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
15;20;Kols, reinnleggelser;Innlandet;4;Lungemedisin;26.44;177;668;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
16;20;Kols, reinnleggelser;Vestre Viken;4;Lungemedisin;28.69;188;656;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
17;20;Kols, reinnleggelser;Vestfold;4;Lungemedisin;28.5;116;406;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
18;20;Kols, reinnleggelser;Telemark;4;Lungemedisin;30;79;265;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
19;20;Kols, reinnleggelser;Sørlandet;4;Lungemedisin;28.33;100;353;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
20;20;Kols, reinnleggelser;Indre Oslo;4;Lungemedisin;38.07;87;233;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8888;20;Kols, reinnleggelser;Norge;4;Lungemedisin;29.08;2144;7371;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
1;21;Primære hofteproteser;Finnmark;5;Ortopedi;;24;5054;Rate;Antall;Innbyggere;2013-2015
2;21;Primære hofteproteser;UNN;5;Ortopedi;4.36;60;13700;Rate;Antall;Innbyggere;2013-2015
3;21;Primære hofteproteser;Nordland;5;Ortopedi;5.72;62;10815;Rate;Antall;Innbyggere;2013-2015
4;21;Primære hofteproteser;Helgeland;5;Ortopedi;7;47;6721;Rate;Antall;Innbyggere;2013-2015
5;21;Primære hofteproteser;Nord-Trøndelag;5;Ortopedi;6.81;76;11219;Rate;Antall;Innbyggere;2013-2015
6;21;Primære hofteproteser;St. Olavs;5;Ortopedi;7.11;146;20548;Rate;Antall;Innbyggere;2013-2015
7;21;Primære hofteproteser;Møre og Romsdal;5;Ortopedi;6.94;142;20861;Rate;Antall;Innbyggere;2013-2015
8;21;Primære hofteproteser;Førde;5;Ortopedi;6.79;63;9515;Rate;Antall;Innbyggere;2013-2015
9;21;Primære hofteproteser;Bergen;5;Ortopedi;5.88;173;29339;Rate;Antall;Innbyggere;2013-2015
10;21;Primære hofteproteser;Fonna;5;Ortopedi;6.79;89;13192;Rate;Antall;Innbyggere;2013-2015
11;21;Primære hofteproteser;Stavanger;5;Ortopedi;7.36;140;19056;Rate;Antall;Innbyggere;2013-2015
12;21;Primære hofteproteser;Østfold;5;Ortopedi;6.89;151;21830;Rate;Antall;Innbyggere;2013-2015
13;21;Primære hofteproteser;Akershus;5;Ortopedi;6.31;185;28648;Rate;Antall;Innbyggere;2013-2015
14;21;Primære hofteproteser;OUS;5;Ortopedi;6.25;93;15113;Rate;Antall;Innbyggere;2013-2015
15;21;Primære hofteproteser;Innlandet;5;Ortopedi;6.32;221;35111;Rate;Antall;Innbyggere;2013-2015
16;21;Primære hofteproteser;Vestre Viken;5;Ortopedi;6.99;241;34438;Rate;Antall;Innbyggere;2013-2015
17;21;Primære hofteproteser;Vestfold;5;Ortopedi;5.85;105;17862;Rate;Antall;Innbyggere;2013-2015
18;21;Primære hofteproteser;Telemark;5;Ortopedi;6.34;89;14098;Rate;Antall;Innbyggere;2013-2015
19;21;Primære hofteproteser;Sørlandet;5;Ortopedi;7.14;146;20283;Rate;Antall;Innbyggere;2013-2015
20;21;Primære hofteproteser;Indre Oslo;5;Ortopedi;6.12;76;12527;Rate;Antall;Innbyggere;2013-2015
8888;21;Primære hofteproteser;Norge;5;Ortopedi;6.47;2330;359928;Rate;Antall;Innbyggere;2013-2015
1;22;Primære kneproteser;Finnmark;5;Ortopedi;;16;5054;Rate;Antall;Innbyggere;2013-2015
2;22;Primære kneproteser;UNN;5;Ortopedi;3.66;51;13700;Rate;Antall;Innbyggere;2013-2015
3;22;Primære kneproteser;Nordland;5;Ortopedi;3.43;38;10815;Rate;Antall;Innbyggere;2013-2015
4;22;Primære kneproteser;Helgeland;5;Ortopedi;;26;6721;Rate;Antall;Innbyggere;2013-2015
5;22;Primære kneproteser;Nord-Trøndelag;5;Ortopedi;5.34;60;11219;Rate;Antall;Innbyggere;2013-2015
6;22;Primære kneproteser;St. Olavs;5;Ortopedi;3.85;79;20548;Rate;Antall;Innbyggere;2013-2015
7;22;Primære kneproteser;Møre og Romsdal;5;Ortopedi;4.25;87;20861;Rate;Antall;Innbyggere;2013-2015
8;22;Primære kneproteser;Førde;5;Ortopedi;4.95;46;9515;Rate;Antall;Innbyggere;2013-2015
9;22;Primære kneproteser;Bergen;5;Ortopedi;4.01;118;29339;Rate;Antall;Innbyggere;2013-2015
10;22;Primære kneproteser;Fonna;5;Ortopedi;3.95;52;13192;Rate;Antall;Innbyggere;2013-2015
11;22;Primære kneproteser;Stavanger;5;Ortopedi;3.65;70;19056;Rate;Antall;Innbyggere;2013-2015
12;22;Primære kneproteser;Østfold;5;Ortopedi;4.18;93;21830;Rate;Antall;Innbyggere;2013-2015
13;22;Primære kneproteser;Akershus;5;Ortopedi;4.09;122;28648;Rate;Antall;Innbyggere;2013-2015
14;22;Primære kneproteser;OUS;5;Ortopedi;3.76;56;15113;Rate;Antall;Innbyggere;2013-2015
15;22;Primære kneproteser;Innlandet;5;Ortopedi;4.15;146;35111;Rate;Antall;Innbyggere;2013-2015
16;22;Primære kneproteser;Vestre Viken;5;Ortopedi;4.35;150;34438;Rate;Antall;Innbyggere;2013-2015
17;22;Primære kneproteser;Vestfold;5;Ortopedi;4.17;76;17862;Rate;Antall;Innbyggere;2013-2015
18;22;Primære kneproteser;Telemark;5;Ortopedi;3.36;47;14098;Rate;Antall;Innbyggere;2013-2015
19;22;Primære kneproteser;Sørlandet;5;Ortopedi;4.78;98;20283;Rate;Antall;Innbyggere;2013-2015
20;22;Primære kneproteser;Indre Oslo;5;Ortopedi;4.08;50;12527;Rate;Antall;Innbyggere;2013-2015
8888;22;Primære kneproteser;Norge;5;Ortopedi;4.1;1481;359928;Rate;Antall;Innbyggere;2013-2015
1;23;Hoftebrudd;Finnmark;5;Ortopedi;18.22;85;5054;Rate;Antall;Innbyggere;2013-2015
2;23;Hoftebrudd;UNN;5;Ortopedi;17.49;233;13700;Rate;Antall;Innbyggere;2013-2015
3;23;Hoftebrudd;Nordland;5;Ortopedi;19.04;203;10815;Rate;Antall;Innbyggere;2013-2015
4;23;Hoftebrudd;Helgeland;5;Ortopedi;16.94;111;6721;Rate;Antall;Innbyggere;2013-2015
5;23;Hoftebrudd;Nord-Trøndelag;5;Ortopedi;17.55;194;11219;Rate;Antall;Innbyggere;2013-2015
6;23;Hoftebrudd;St. Olavs;5;Ortopedi;20.43;417;20548;Rate;Antall;Innbyggere;2013-2015
7;23;Hoftebrudd;Møre og Romsdal;5;Ortopedi;19.29;414;20861;Rate;Antall;Innbyggere;2013-2015
8;23;Hoftebrudd;Førde;5;Ortopedi;17.61;174;9515;Rate;Antall;Innbyggere;2013-2015
9;23;Hoftebrudd;Bergen;5;Ortopedi;19.36;575;29339;Rate;Antall;Innbyggere;2013-2015
10;23;Hoftebrudd;Fonna;5;Ortopedi;19;254;13192;Rate;Antall;Innbyggere;2013-2015
11;23;Hoftebrudd;Stavanger;5;Ortopedi;18.27;346;19056;Rate;Antall;Innbyggere;2013-2015
12;23;Hoftebrudd;Østfold;5;Ortopedi;21.36;452;21830;Rate;Antall;Innbyggere;2013-2015
13;23;Hoftebrudd;Akershus;5;Ortopedi;19.66;527;28648;Rate;Antall;Innbyggere;2013-2015
14;23;Hoftebrudd;OUS;5;Ortopedi;19.54;319;15113;Rate;Antall;Innbyggere;2013-2015
15;23;Hoftebrudd;Innlandet;5;Ortopedi;20.06;697;35111;Rate;Antall;Innbyggere;2013-2015
16;23;Hoftebrudd;Vestre Viken;5;Ortopedi;18.85;648;34438;Rate;Antall;Innbyggere;2013-2015
17;23;Hoftebrudd;Vestfold;5;Ortopedi;19.71;347;17862;Rate;Antall;Innbyggere;2013-2015
18;23;Hoftebrudd;Telemark;5;Ortopedi;19.29;278;14098;Rate;Antall;Innbyggere;2013-2015
19;23;Hoftebrudd;Sørlandet;5;Ortopedi;19.59;392;20283;Rate;Antall;Innbyggere;2013-2015
20;23;Hoftebrudd;Indre Oslo;5;Ortopedi;18.7;256;12527;Rate;Antall;Innbyggere;2013-2015
8888;23;Hoftebrudd;Norge;5;Ortopedi;19.28;6922;359928;Rate;Antall;Innbyggere;2013-2015
1;24;Hoftebrudd, reinnleggelser;Finnmark;5;Ortopedi;16.98;13;76;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
2;24;Hoftebrudd, reinnleggelser;UNN;5;Ortopedi;11.42;24;213;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
3;24;Hoftebrudd, reinnleggelser;Nordland;5;Ortopedi;14.91;28;186;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
4;24;Hoftebrudd, reinnleggelser;Helgeland;5;Ortopedi;18.72;19;99;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
5;24;Hoftebrudd, reinnleggelser;Nord-Trøndelag;5;Ortopedi;15.09;27;175;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
6;24;Hoftebrudd, reinnleggelser;St. Olavs;5;Ortopedi;16.27;64;391;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
7;24;Hoftebrudd, reinnleggelser;Møre og Romsdal;5;Ortopedi;15.6;59;374;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8;24;Hoftebrudd, reinnleggelser;Førde;5;Ortopedi;14.42;23;160;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
9;24;Hoftebrudd, reinnleggelser;Bergen;5;Ortopedi;16.42;87;530;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
10;24;Hoftebrudd, reinnleggelser;Fonna;5;Ortopedi;14.21;34;235;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
11;24;Hoftebrudd, reinnleggelser;Stavanger;5;Ortopedi;18.02;57;318;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
12;24;Hoftebrudd, reinnleggelser;Østfold;5;Ortopedi;12.57;52;414;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
13;24;Hoftebrudd, reinnleggelser;Akershus;5;Ortopedi;16.28;79;485;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
14;24;Hoftebrudd, reinnleggelser;OUS;5;Ortopedi;16.07;47;290;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
15;24;Hoftebrudd, reinnleggelser;Innlandet;5;Ortopedi;14.25;90;627;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
16;24;Hoftebrudd, reinnleggelser;Vestre Viken;5;Ortopedi;17;101;588;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
17;24;Hoftebrudd, reinnleggelser;Vestfold;5;Ortopedi;11.86;38;317;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
18;24;Hoftebrudd, reinnleggelser;Telemark;5;Ortopedi;15.36;39;255;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
19;24;Hoftebrudd, reinnleggelser;Sørlandet;5;Ortopedi;14.48;51;352;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
20;24;Hoftebrudd, reinnleggelser;Indre Oslo;5;Ortopedi;18.15;43;236;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8888;24;Hoftebrudd, reinnleggelser;Norge;5;Ortopedi;15.37;974;6322;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
1;25;Håndleddsbrudd, konservativ behandling (andeler);Finnmark;5;Ortopedi;90.39;29;32;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
2;25;Håndleddsbrudd, konservativ behandling (andeler);UNN;5;Ortopedi;77.06;68;89;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
3;25;Håndleddsbrudd, konservativ behandling (andeler);Nordland;5;Ortopedi;77.13;55;72;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
4;25;Håndleddsbrudd, konservativ behandling (andeler);Helgeland;5;Ortopedi;86.16;37;43;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
5;25;Håndleddsbrudd, konservativ behandling (andeler);Nord-Trøndelag;5;Ortopedi;79.37;62;78;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
6;25;Håndleddsbrudd, konservativ behandling (andeler);St. Olavs;5;Ortopedi;79.31;121;153;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
7;25;Håndleddsbrudd, konservativ behandling (andeler);Møre og Romsdal;5;Ortopedi;71.27;120;167;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
8;25;Håndleddsbrudd, konservativ behandling (andeler);Førde;5;Ortopedi;64.49;48;74;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
9;25;Håndleddsbrudd, konservativ behandling (andeler);Bergen;5;Ortopedi;73.54;199;270;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
10;25;Håndleddsbrudd, konservativ behandling (andeler);Fonna;5;Ortopedi;78.11;75;96;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
11;25;Håndleddsbrudd, konservativ behandling (andeler);Stavanger;5;Ortopedi;75.25;107;142;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
12;25;Håndleddsbrudd, konservativ behandling (andeler);Østfold;5;Ortopedi;73.32;119;163;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
13;25;Håndleddsbrudd, konservativ behandling (andeler);Akershus;5;Ortopedi;81.44;183;227;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
14;25;Håndleddsbrudd, konservativ behandling (andeler);OUS;5;Ortopedi;90.14;111;123;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
15;25;Håndleddsbrudd, konservativ behandling (andeler);Innlandet;5;Ortopedi;78.28;187;239;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
16;25;Håndleddsbrudd, konservativ behandling (andeler);Vestre Viken;5;Ortopedi;76.43;220;288;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
17;25;Håndleddsbrudd, konservativ behandling (andeler);Vestfold;5;Ortopedi;51.77;68;133;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
18;25;Håndleddsbrudd, konservativ behandling (andeler);Telemark;5;Ortopedi;72.33;75;103;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
19;25;Håndleddsbrudd, konservativ behandling (andeler);Sørlandet;5;Ortopedi;76.62;109;143;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
20;25;Håndleddsbrudd, konservativ behandling (andeler);Indre Oslo;5;Ortopedi;89.86;95;106;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
8888;25;Håndleddsbrudd, konservativ behandling (andeler);Norge;5;Ortopedi;76.25;2089;2741;Andel (%);Konservativt behandlet;Alle håndleddsbrudd;2013-2015
1;26;Lårhalsbrudd, behandling med protese (andeler);Finnmark;5;Ortopedi;58.16;32;55;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
2;26;Lårhalsbrudd, behandling med protese (andeler);UNN;5;Ortopedi;53.28;73;138;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
3;26;Lårhalsbrudd, behandling med protese (andeler);Nordland;5;Ortopedi;70.33;82;117;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
4;26;Lårhalsbrudd, behandling med protese (andeler);Helgeland;5;Ortopedi;56.49;37;65;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
5;26;Lårhalsbrudd, behandling med protese (andeler);Nord-Trøndelag;5;Ortopedi;59.62;65;109;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
6;26;Lårhalsbrudd, behandling med protese (andeler);St. Olavs;5;Ortopedi;78.61;188;241;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
7;26;Lårhalsbrudd, behandling med protese (andeler);Møre og Romsdal;5;Ortopedi;73.56;165;225;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
8;26;Lårhalsbrudd, behandling med protese (andeler);Førde;5;Ortopedi;64.49;55;86;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
9;26;Lårhalsbrudd, behandling med protese (andeler);Bergen;5;Ortopedi;75.06;240;321;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
10;26;Lårhalsbrudd, behandling med protese (andeler);Fonna;5;Ortopedi;69.12;106;153;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
11;26;Lårhalsbrudd, behandling med protese (andeler);Stavanger;5;Ortopedi;69.56;141;206;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
12;26;Lårhalsbrudd, behandling med protese (andeler);Østfold;5;Ortopedi;88.28;227;259;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
13;26;Lårhalsbrudd, behandling med protese (andeler);Akershus;5;Ortopedi;76.67;241;315;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
14;26;Lårhalsbrudd, behandling med protese (andeler);OUS;5;Ortopedi;85.64;139;164;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
15;26;Lårhalsbrudd, behandling med protese (andeler);Innlandet;5;Ortopedi;80.7;314;391;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
16;26;Lårhalsbrudd, behandling med protese (andeler);Vestre Viken;5;Ortopedi;81.22;282;348;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
17;26;Lårhalsbrudd, behandling med protese (andeler);Vestfold;5;Ortopedi;70.03;135;194;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
18;26;Lårhalsbrudd, behandling med protese (andeler);Telemark;5;Ortopedi;71.95;117;163;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
19;26;Lårhalsbrudd, behandling med protese (andeler);Sørlandet;5;Ortopedi;72.94;167;229;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
20;26;Lårhalsbrudd, behandling med protese (andeler);Indre Oslo;5;Ortopedi;77.14;107;140;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
8888;26;Lårhalsbrudd, behandling med protese (andeler);Norge;5;Ortopedi;74.69;2912;3917;Andel (%);Protese;Alle lårhalsbrudd;2013-2015
1;27;Hjerneslag, akutte innleggelser;Finnmark;6;Nevrologi;15.27;77;5054;Rate;Antall;Innbyggere;2013-2015
2;27;Hjerneslag, akutte innleggelser;UNN;6;Nevrologi;18.13;244;13700;Rate;Antall;Innbyggere;2013-2015
3;27;Hjerneslag, akutte innleggelser;Nordland;6;Nevrologi;15.61;168;10815;Rate;Antall;Innbyggere;2013-2015
4;27;Hjerneslag, akutte innleggelser;Helgeland;6;Nevrologi;14.97;100;6721;Rate;Antall;Innbyggere;2013-2015
5;27;Hjerneslag, akutte innleggelser;Nord-Trøndelag;6;Nevrologi;15.05;169;11219;Rate;Antall;Innbyggere;2013-2015
6;27;Hjerneslag, akutte innleggelser;St. Olavs;6;Nevrologi;17.27;354;20548;Rate;Antall;Innbyggere;2013-2015
7;27;Hjerneslag, akutte innleggelser;Møre og Romsdal;6;Nevrologi;14.41;306;20861;Rate;Antall;Innbyggere;2013-2015
8;27;Hjerneslag, akutte innleggelser;Førde;6;Nevrologi;16.35;160;9515;Rate;Antall;Innbyggere;2013-2015
9;27;Hjerneslag, akutte innleggelser;Bergen;6;Nevrologi;15.11;445;29339;Rate;Antall;Innbyggere;2013-2015
10;27;Hjerneslag, akutte innleggelser;Fonna;6;Nevrologi;14.41;192;13192;Rate;Antall;Innbyggere;2013-2015
11;27;Hjerneslag, akutte innleggelser;Stavanger;6;Nevrologi;12.62;239;19056;Rate;Antall;Innbyggere;2013-2015
12;27;Hjerneslag, akutte innleggelser;Østfold;6;Nevrologi;13.78;296;21830;Rate;Antall;Innbyggere;2013-2015
13;27;Hjerneslag, akutte innleggelser;Akershus;6;Nevrologi;14.47;398;28648;Rate;Antall;Innbyggere;2013-2015
14;27;Hjerneslag, akutte innleggelser;OUS;6;Nevrologi;15.93;248;15113;Rate;Antall;Innbyggere;2013-2015
15;27;Hjerneslag, akutte innleggelser;Innlandet;6;Nevrologi;15.26;537;35111;Rate;Antall;Innbyggere;2013-2015
16;27;Hjerneslag, akutte innleggelser;Vestre Viken;6;Nevrologi;13.87;478;34438;Rate;Antall;Innbyggere;2013-2015
17;27;Hjerneslag, akutte innleggelser;Vestfold;6;Nevrologi;12.88;228;17862;Rate;Antall;Innbyggere;2013-2015
18;27;Hjerneslag, akutte innleggelser;Telemark;6;Nevrologi;14.55;206;14098;Rate;Antall;Innbyggere;2013-2015
19;27;Hjerneslag, akutte innleggelser;Sørlandet;6;Nevrologi;13.84;279;20283;Rate;Antall;Innbyggere;2013-2015
20;27;Hjerneslag, akutte innleggelser;Indre Oslo;6;Nevrologi;15.96;207;12527;Rate;Antall;Innbyggere;2013-2015
8888;27;Hjerneslag, akutte innleggelser;Norge;6;Nevrologi;14.83;5329;359928;Rate;Antall;Innbyggere;2013-2015
1;28;Hjerneslag, reinnleggelser;Finnmark;6;Nevrologi;11.86;7;59;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
2;28;Hjerneslag, reinnleggelser;UNN;6;Nevrologi;8.46;17;199;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
3;28;Hjerneslag, reinnleggelser;Nordland;6;Nevrologi;12.89;17;134;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
4;28;Hjerneslag, reinnleggelser;Helgeland;6;Nevrologi;11.48;9;78;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
5;28;Hjerneslag, reinnleggelser;Nord-Trøndelag;6;Nevrologi;15.39;21;136;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
6;28;Hjerneslag, reinnleggelser;St. Olavs;6;Nevrologi;12.53;36;288;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
7;28;Hjerneslag, reinnleggelser;Møre og Romsdal;6;Nevrologi;15.07;38;251;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8;28;Hjerneslag, reinnleggelser;Førde;6;Nevrologi;16.18;21;128;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
9;28;Hjerneslag, reinnleggelser;Bergen;6;Nevrologi;13.74;51;371;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
10;28;Hjerneslag, reinnleggelser;Fonna;6;Nevrologi;15.83;25;156;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
11;28;Hjerneslag, reinnleggelser;Stavanger;6;Nevrologi;12.68;25;195;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
12;28;Hjerneslag, reinnleggelser;Østfold;6;Nevrologi;12.69;30;235;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
13;28;Hjerneslag, reinnleggelser;Akershus;6;Nevrologi;14.03;45;320;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
14;28;Hjerneslag, reinnleggelser;OUS;6;Nevrologi;14.44;29;202;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
15;28;Hjerneslag, reinnleggelser;Innlandet;6;Nevrologi;11.02;47;425;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
16;28;Hjerneslag, reinnleggelser;Vestre Viken;6;Nevrologi;10.25;38;372;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
17;28;Hjerneslag, reinnleggelser;Vestfold;6;Nevrologi;11.84;21;178;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
18;28;Hjerneslag, reinnleggelser;Telemark;6;Nevrologi;12.13;20;163;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
19;28;Hjerneslag, reinnleggelser;Sørlandet;6;Nevrologi;10.96;24;223;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
20;28;Hjerneslag, reinnleggelser;Indre Oslo;6;Nevrologi;14.3;24;169;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8888;28;Hjerneslag, reinnleggelser;Norge;6;Nevrologi;12.73;545;4281;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
1;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Finnmark;6;Nevrologi;91.73;51;55;Andel (%);I slagenhet;Alle innlagte;2013-2015
2;29;Hjerneslag, pasienter behandlet i slagenhet (andel);UNN;6;Nevrologi;88.47;184;208;Andel (%);I slagenhet;Alle innlagte;2013-2015
3;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Nordland;6;Nevrologi;93.43;132;142;Andel (%);I slagenhet;Alle innlagte;2013-2015
4;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Helgeland;6;Nevrologi;86.81;73;84;Andel (%);I slagenhet;Alle innlagte;2013-2015
5;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Nord-Trøndelag;6;Nevrologi;92.57;141;151;Andel (%);I slagenhet;Alle innlagte;2013-2015
6;29;Hjerneslag, pasienter behandlet i slagenhet (andel);St. Olavs;6;Nevrologi;82.5;278;337;Andel (%);I slagenhet;Alle innlagte;2013-2015
7;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Møre og Romsdal;6;Nevrologi;94.32;250;265;Andel (%);I slagenhet;Alle innlagte;2013-2015
8;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Førde;6;Nevrologi;66.94;88;133;Andel (%);I slagenhet;Alle innlagte;2013-2015
9;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Bergen;6;Nevrologi;94.57;315;334;Andel (%);I slagenhet;Alle innlagte;2013-2015
10;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Fonna;6;Nevrologi;91.5;140;153;Andel (%);I slagenhet;Alle innlagte;2013-2015
11;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Stavanger;6;Nevrologi;98.67;185;187;Andel (%);I slagenhet;Alle innlagte;2013-2015
12;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Østfold;6;Nevrologi;96.69;256;265;Andel (%);I slagenhet;Alle innlagte;2013-2015
13;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Akershus;6;Nevrologi;99.4;179;180;Andel (%);I slagenhet;Alle innlagte;2013-2015
14;29;Hjerneslag, pasienter behandlet i slagenhet (andel);OUS;6;Nevrologi;96.16;410;427;Andel (%);I slagenhet;Alle innlagte;2013-2015
15;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Innlandet;6;Nevrologi;78.57;326;413;Andel (%);I slagenhet;Alle innlagte;2013-2015
16;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Vestre Viken;6;Nevrologi;97.74;403;412;Andel (%);I slagenhet;Alle innlagte;2013-2015
17;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Vestfold;6;Nevrologi;84.02;169;201;Andel (%);I slagenhet;Alle innlagte;2013-2015
18;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Telemark;6;Nevrologi;82.51;137;166;Andel (%);I slagenhet;Alle innlagte;2013-2015
19;29;Hjerneslag, pasienter behandlet i slagenhet (andel);Sørlandet;6;Nevrologi;92.46;225;243;Andel (%);I slagenhet;Alle innlagte;2013-2015
