area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;numerator_name;denominator_name;period
17;24;Episiotomy;Innlandet;3;Multiparous;96.39;160;1683;Rate;Number;Births;2015-2017
18;24;Episiotomy;Vestre Viken;3;Multiparous;82.55;203;2407;Rate;Number;Births;2015-2017
19;24;Episiotomy;Vestfold;3;Multiparous;59.05;65;1106;Rate;Number;Births;2015-2017
20;24;Episiotomy;Telemark;3;Multiparous;99.96;75;769;Rate;Number;Births;2015-2017
21;24;Episiotomy;Sørlandet;3;Multiparous;65.33;107;1660;Rate;Number;Births;2015-2017
8888;24;Episiotomy;Norway;3;Multiparous;83.34;2360;28315;Rate;Number;Births;2015-2017
1;25;Operative vaginal delivery;Finnmark;3;Multiparous;37.19;13;371;Rate;Number;Births;2015-2017
2;25;Operative vaginal delivery;UNN;3;Multiparous;37.03;34;941;Rate;Number;Births;2015-2017
3;25;Operative vaginal delivery;Nordland;3;Multiparous;41.5;29;723;Rate;Number;Births;2015-2017
4;25;Operative vaginal delivery;Helgeland;3;Multiparous;32.98;12;381;Rate;Number;Births;2015-2017
5;25;Operative vaginal delivery;Nord-Trøndelag;3;Multiparous;44.62;28;678;Rate;Number;Births;2015-2017
6;25;Operative vaginal delivery;St. Olavs;3;Multiparous;47.36;80;1719;Rate;Number;Births;2015-2017
7;25;Operative vaginal delivery;Møre og Romsdal;3;Multiparous;47.8;66;1411;Rate;Number;Births;2015-2017
8;25;Operative vaginal delivery;Førde;3;Multiparous;41.76;25;605;Rate;Number;Births;2015-2017
9;25;Operative vaginal delivery;Bergen;3;Multiparous;51.08;145;2826;Rate;Number;Births;2015-2017
10;25;Operative vaginal delivery;Fonna;3;Multiparous;52.75;55;1101;Rate;Number;Births;2015-2017
11;25;Operative vaginal delivery;Stavanger;3;Multiparous;68.03;170;2532;Rate;Number;Births;2015-2017
12;25;Operative vaginal delivery;Østfold;3;Multiparous;48.32;64;1358;Rate;Number;Births;2015-2017
13;25;Operative vaginal delivery;Akershus;3;Multiparous;51.37;144;2734;Rate;Number;Births;2015-2017
14;25;Operative vaginal delivery;OUS;3;Multiparous;51.83;96;1733;Rate;Number;Births;2015-2017
15;25;Operative vaginal delivery;Lovisenberg;3;Multiparous;46.06;44;892;Rate;Number;Births;2015-2017
16;25;Operative vaginal delivery;Diakonhjemmet;3;Multiparous;58.63;45;685;Rate;Number;Births;2015-2017
17;25;Operative vaginal delivery;Innlandet;3;Multiparous;51.19;84;1683;Rate;Number;Births;2015-2017
18;25;Operative vaginal delivery;Vestre Viken;3;Multiparous;52.36;131;2407;Rate;Number;Births;2015-2017
19;25;Operative vaginal delivery;Vestfold;3;Multiparous;30.4;33;1106;Rate;Number;Births;2015-2017
20;25;Operative vaginal delivery;Telemark;3;Multiparous;36.44;27;769;Rate;Number;Births;2015-2017
21;25;Operative vaginal delivery;Sørlandet;3;Multiparous;46.73;76;1660;Rate;Number;Births;2015-2017
8888;25;Operative vaginal delivery;Norway;3;Multiparous;49.49;1401;28315;Rate;Number;Births;2015-2017
1;26;Emergency caesarean sections;Finnmark;3;Multiparous;81.32;35;444;Rate;Number;Births;2015-2017
2;26;Emergency caesarean sections;UNN;3;Multiparous;98.72;111;1135;Rate;Number;Births;2015-2017
3;26;Emergency caesarean sections;Nordland;3;Multiparous;77.75;63;832;Rate;Number;Births;2015-2017
4;26;Emergency caesarean sections;Helgeland;3;Multiparous;73.24;31;442;Rate;Number;Births;2015-2017
5;26;Emergency caesarean sections;Nord-Trøndelag;3;Multiparous;116.92;96;861;Rate;Number;Births;2015-2017
6;26;Emergency caesarean sections;St. Olavs;3;Multiparous;83.7;168;2033;Rate;Number;Births;2015-2017
7;26;Emergency caesarean sections;Møre og Romsdal;3;Multiparous;85.22;139;1662;Rate;Number;Births;2015-2017
8;26;Emergency caesarean sections;Førde;3;Multiparous;69.54;48;698;Rate;Number;Births;2015-2017
9;26;Emergency caesarean sections;Bergen;3;Multiparous;52.91;166;3146;Rate;Number;Births;2015-2017
10;26;Emergency caesarean sections;Fonna;3;Multiparous;59.86;71;1237;Rate;Number;Births;2015-2017
11;26;Emergency caesarean sections;Stavanger;3;Multiparous;65.09;184;2864;Rate;Number;Births;2015-2017
12;26;Emergency caesarean sections;Østfold;3;Multiparous;93.51;153;1656;Rate;Number;Births;2015-2017
13;26;Emergency caesarean sections;Akershus;3;Multiparous;70.65;231;3205;Rate;Number;Births;2015-2017
14;26;Emergency caesarean sections;OUS;3;Multiparous;71.21;153;2033;Rate;Number;Births;2015-2017
15;26;Emergency caesarean sections;Lovisenberg;3;Multiparous;70.39;77;1035;Rate;Number;Births;2015-2017
16;26;Emergency caesarean sections;Diakonhjemmet;3;Multiparous;51.76;46;810;Rate;Number;Births;2015-2017
17;26;Emergency caesarean sections;Innlandet;3;Multiparous;93.32;187;2043;Rate;Number;Births;2015-2017
18;26;Emergency caesarean sections;Vestre Viken;3;Multiparous;68.2;200;2845;Rate;Number;Births;2015-2017
19;26;Emergency caesarean sections;Vestfold;3;Multiparous;72.76;93;1289;Rate;Number;Births;2015-2017
20;26;Emergency caesarean sections;Telemark;3;Multiparous;76.97;68;910;Rate;Number;Births;2015-2017
21;26;Emergency caesarean sections;Sørlandet;3;Multiparous;65.87;125;1942;Rate;Number;Births;2015-2017
8888;26;Emergency caesarean sections;Norway;3;Multiparous;73.82;2445;33120;Rate;Number;Births;2015-2017
1;27;Planned caesarean sections;Finnmark;3;Multiparous;87.84;37;444;Rate;Number;Births;2015-2017
2;27;Planned caesarean sections;UNN;3;Multiparous;74.54;83;1135;Rate;Number;Births;2015-2017
3;27;Planned caesarean sections;Nordland;3;Multiparous;57.78;46;832;Rate;Number;Births;2015-2017
4;27;Planned caesarean sections;Helgeland;3;Multiparous;75.57;30;442;Rate;Number;Births;2015-2017
5;27;Planned caesarean sections;Nord-Trøndelag;3;Multiparous;108.73;86;861;Rate;Number;Births;2015-2017
6;27;Planned caesarean sections;St. Olavs;3;Multiparous;72.88;145;2033;Rate;Number;Births;2015-2017
7;27;Planned caesarean sections;Møre og Romsdal;3;Multiparous;69.51;112;1662;Rate;Number;Births;2015-2017
8;27;Planned caesarean sections;Førde;3;Multiparous;64.73;44;698;Rate;Number;Births;2015-2017
9;27;Planned caesarean sections;Bergen;3;Multiparous;49.1;154;3146;Rate;Number;Births;2015-2017
10;27;Planned caesarean sections;Fonna;3;Multiparous;56.05;65;1237;Rate;Number;Births;2015-2017
11;27;Planned caesarean sections;Stavanger;3;Multiparous;52.84;148;2864;Rate;Number;Births;2015-2017
12;27;Planned caesarean sections;Østfold;3;Multiparous;89.97;145;1656;Rate;Number;Births;2015-2017
13;27;Planned caesarean sections;Akershus;3;Multiparous;72.15;239;3205;Rate;Number;Births;2015-2017
14;27;Planned caesarean sections;OUS;3;Multiparous;65.41;146;2033;Rate;Number;Births;2015-2017
15;27;Planned caesarean sections;Lovisenberg;3;Multiparous;57.44;66;1035;Rate;Number;Births;2015-2017
16;27;Planned caesarean sections;Diakonhjemmet;3;Multiparous;84.15;79;810;Rate;Number;Births;2015-2017
17;27;Planned caesarean sections;Innlandet;3;Multiparous;87.66;173;2043;Rate;Number;Births;2015-2017
18;27;Planned caesarean sections;Vestre Viken;3;Multiparous;79.51;239;2845;Rate;Number;Births;2015-2017
19;27;Planned caesarean sections;Vestfold;3;Multiparous;71.67;90;1289;Rate;Number;Births;2015-2017
20;27;Planned caesarean sections;Telemark;3;Multiparous;85.57;74;910;Rate;Number;Births;2015-2017
21;27;Planned caesarean sections;Sørlandet;3;Multiparous;83.62;156;1942;Rate;Number;Births;2015-2017
8888;27;Planned caesarean sections;Norway;3;Multiparous;71.2;2358;33120;Rate;Number;Births;2015-2017
1;28;Bed days, primiparous (vaginal);Finnmark;3;Postnatal period;3.16;749;239;Rate;Total number of bed days;Births;2015-2017
2;28;Bed days, primiparous (vaginal);UNN;3;Postnatal period;2.92;1887;650;Rate;Total number of bed days;Births;2015-2017
3;28;Bed days, primiparous (vaginal);Nordland;3;Postnatal period;3.06;1352;446;Rate;Total number of bed days;Births;2015-2017
4;28;Bed days, primiparous (vaginal);Helgeland;3;Postnatal period;2.99;706;239;Rate;Total number of bed days;Births;2015-2017
5;28;Bed days, primiparous (vaginal);Nord-Trøndelag;3;Postnatal period;3.49;1371;399;Rate;Total number of bed days;Births;2015-2017
6;28;Bed days, primiparous (vaginal);St. Olavs;3;Postnatal period;3.18;3972;1254;Rate;Total number of bed days;Births;2015-2017
7;28;Bed days, primiparous (vaginal);Møre og Romsdal;3;Postnatal period;3.03;2558;849;Rate;Total number of bed days;Births;2015-2017
8;28;Bed days, primiparous (vaginal);Førde;3;Postnatal period;3.35;1074;322;Rate;Total number of bed days;Births;2015-2017
9;28;Bed days, primiparous (vaginal);Bergen;3;Postnatal period;2.44;4836;1982;Rate;Total number of bed days;Births;2015-2017
10;28;Bed days, primiparous (vaginal);Fonna;3;Postnatal period;2.93;1860;641;Rate;Total number of bed days;Births;2015-2017
11;28;Bed days, primiparous (vaginal);Stavanger;3;Postnatal period;3.25;5223;1610;Rate;Total number of bed days;Births;2015-2017
12;28;Bed days, primiparous (vaginal);Østfold;3;Postnatal period;2.61;2426;937;Rate;Total number of bed days;Births;2015-2017
13;28;Bed days, primiparous (vaginal);Akershus;3;Postnatal period;2.73;4794;1751;Rate;Total number of bed days;Births;2015-2017
14;28;Bed days, primiparous (vaginal);OUS;3;Postnatal period;3.05;5017;1624;Rate;Total number of bed days;Births;2015-2017
15;28;Bed days, primiparous (vaginal);Lovisenberg;3;Postnatal period;3.03;4010;1301;Rate;Total number of bed days;Births;2015-2017
16;28;Bed days, primiparous (vaginal);Diakonhjemmet;3;Postnatal period;3.04;2330;751;Rate;Total number of bed days;Births;2015-2017
17;28;Bed days, primiparous (vaginal);Innlandet;3;Postnatal period;3.37;3755;1124;Rate;Total number of bed days;Births;2015-2017
18;28;Bed days, primiparous (vaginal);Vestre Viken;3;Postnatal period;3.2;5060;1576;Rate;Total number of bed days;Births;2015-2017
19;28;Bed days, primiparous (vaginal);Vestfold;3;Postnatal period;3.01;2235;745;Rate;Total number of bed days;Births;2015-2017
20;28;Bed days, primiparous (vaginal);Telemark;3;Postnatal period;3.57;1860;525;Rate;Total number of bed days;Births;2015-2017
21;28;Bed days, primiparous (vaginal);Sørlandet;3;Postnatal period;3.18;3249;1029;Rate;Total number of bed days;Births;2015-2017
8888;28;Bed days, primiparous (vaginal);Norway;3;Postnatal period;3.02;60323;19993;Rate;Total number of bed days;Births;2015-2017
1;29;Bed days, multiparous (vaginal);Finnmark;3;Postnatal period;2.34;863;369;Rate;Total number of bed days;Births;2015-2017
2;29;Bed days, multiparous (vaginal);UNN;3;Postnatal period;2.14;1987;930;Rate;Total number of bed days;Births;2015-2017
3;29;Bed days, multiparous (vaginal);Nordland;3;Postnatal period;2.19;1560;715;Rate;Total number of bed days;Births;2015-2017
4;29;Bed days, multiparous (vaginal);Helgeland;3;Postnatal period;2.35;889;381;Rate;Total number of bed days;Births;2015-2017
5;29;Bed days, multiparous (vaginal);Nord-Trøndelag;3;Postnatal period;2.79;1874;676;Rate;Total number of bed days;Births;2015-2017
6;29;Bed days, multiparous (vaginal);St. Olavs;3;Postnatal period;2.31;3960;1715;Rate;Total number of bed days;Births;2015-2017
7;29;Bed days, multiparous (vaginal);Møre og Romsdal;3;Postnatal period;2.17;3041;1405;Rate;Total number of bed days;Births;2015-2017
8;29;Bed days, multiparous (vaginal);Førde;3;Postnatal period;2.44;1472;604;Rate;Total number of bed days;Births;2015-2017
9;29;Bed days, multiparous (vaginal);Bergen;3;Postnatal period;1.58;4438;2817;Rate;Total number of bed days;Births;2015-2017
10;29;Bed days, multiparous (vaginal);Fonna;3;Postnatal period;2.17;2341;1086;Rate;Total number of bed days;Births;2015-2017
11;29;Bed days, multiparous (vaginal);Stavanger;3;Postnatal period;2.7;6804;2528;Rate;Total number of bed days;Births;2015-2017
12;29;Bed days, multiparous (vaginal);Østfold;3;Postnatal period;2.04;2738;1345;Rate;Total number of bed days;Births;2015-2017
13;29;Bed days, multiparous (vaginal);Akershus;3;Postnatal period;2.06;5604;2721;Rate;Total number of bed days;Births;2015-2017
14;29;Bed days, multiparous (vaginal);OUS;3;Postnatal period;2.11;3674;1730;Rate;Total number of bed days;Births;2015-2017
15;29;Bed days, multiparous (vaginal);Lovisenberg;3;Postnatal period;2.18;1953;889;Rate;Total number of bed days;Births;2015-2017
16;29;Bed days, multiparous (vaginal);Diakonhjemmet;3;Postnatal period;2.04;1409;684;Rate;Total number of bed days;Births;2015-2017
17;29;Bed days, multiparous (vaginal);Innlandet;3;Postnatal period;2.45;4094;1673;Rate;Total number of bed days;Births;2015-2017
18;29;Bed days, multiparous (vaginal);Vestre Viken;3;Postnatal period;2.2;5257;2382;Rate;Total number of bed days;Births;2015-2017
19;29;Bed days, multiparous (vaginal);Vestfold;3;Postnatal period;1.84;2023;1100;Rate;Total number of bed days;Births;2015-2017
20;29;Bed days, multiparous (vaginal);Telemark;3;Postnatal period;2.65;2021;766;Rate;Total number of bed days;Births;2015-2017
21;29;Bed days, multiparous (vaginal);Sørlandet;3;Postnatal period;2.19;3617;1653;Rate;Total number of bed days;Births;2015-2017
8888;29;Bed days, multiparous (vaginal);Norway;3;Postnatal period;2.19;61619;28168;Rate;Total number of bed days;Births;2015-2017
1;30;Bed days, primiparous (caesarean);Finnmark;3;Postnatal period;4.67;305;65;Rate;Total number of bed days;Births;2015-2017
2;30;Bed days, primiparous (caesarean);UNN;3;Postnatal period;4.32;720;167;Rate;Total number of bed days;Births;2015-2017
3;30;Bed days, primiparous (caesarean);Nordland;3;Postnatal period;4.39;408;93;Rate;Total number of bed days;Births;2015-2017
4;30;Bed days, primiparous (caesarean);Helgeland;3;Postnatal period;4.09;206;50;Rate;Total number of bed days;Births;2015-2017
5;30;Bed days, primiparous (caesarean);Nord-Trøndelag;3;Postnatal period;5.19;578;112;Rate;Total number of bed days;Births;2015-2017
6;30;Bed days, primiparous (caesarean);St. Olavs;3;Postnatal period;4.31;1332;309;Rate;Total number of bed days;Births;2015-2017
7;30;Bed days, primiparous (caesarean);Møre og Romsdal;3;Postnatal period;4.25;838;197;Rate;Total number of bed days;Births;2015-2017
8;30;Bed days, primiparous (caesarean);Førde;3;Postnatal period;4.71;312;66;Rate;Total number of bed days;Births;2015-2017
9;30;Bed days, primiparous (caesarean);Bergen;3;Postnatal period;4.11;1283;313;Rate;Total number of bed days;Births;2015-2017
10;30;Bed days, primiparous (caesarean);Fonna;3;Postnatal period;4.58;447;98;Rate;Total number of bed days;Births;2015-2017
11;30;Bed days, primiparous (caesarean);Stavanger;3;Postnatal period;4.27;1309;307;Rate;Total number of bed days;Births;2015-2017
12;30;Bed days, primiparous (caesarean);Østfold;3;Postnatal period;3.62;855;237;Rate;Total number of bed days;Births;2015-2017
13;30;Bed days, primiparous (caesarean);Akershus;3;Postnatal period;3.7;1564;423;Rate;Total number of bed days;Births;2015-2017
14;30;Bed days, primiparous (caesarean);OUS;3;Postnatal period;3.87;1486;383;Rate;Total number of bed days;Births;2015-2017
15;30;Bed days, primiparous (caesarean);Lovisenberg;3;Postnatal period;3.81;1117;292;Rate;Total number of bed days;Births;2015-2017
16;30;Bed days, primiparous (caesarean);Diakonhjemmet;3;Postnatal period;3.79;585;154;Rate;Total number of bed days;Births;2015-2017
17;30;Bed days, primiparous (caesarean);Innlandet;3;Postnatal period;4.51;1394;309;Rate;Total number of bed days;Births;2015-2017
18;30;Bed days, primiparous (caesarean);Vestre Viken;3;Postnatal period;4.59;1741;379;Rate;Total number of bed days;Births;2015-2017
19;30;Bed days, primiparous (caesarean);Vestfold;3;Postnatal period;4.14;593;143;Rate;Total number of bed days;Births;2015-2017
20;30;Bed days, primiparous (caesarean);Telemark;3;Postnatal period;5;578;116;Rate;Total number of bed days;Births;2015-2017
21;30;Bed days, primiparous (caesarean);Sørlandet;3;Postnatal period;4.66;1011;217;Rate;Total number of bed days;Births;2015-2017
8888;30;Bed days, primiparous (caesarean);Norway;3;Postnatal period;4.21;18662;4429;Rate;Total number of bed days;Births;2015-2017
1;31;Bed days, multiparous (caesarean);Finnmark;3;Postnatal period;3.81;276;73;Rate;Total number of bed days;Births;2015-2017
2;31;Bed days, multiparous (caesarean);UNN;3;Postnatal period;3.76;728;194;Rate;Total number of bed days;Births;2015-2017
3;31;Bed days, multiparous (caesarean);Nordland;3;Postnatal period;3.8;415;109;Rate;Total number of bed days;Births;2015-2017
4;31;Bed days, multiparous (caesarean);Helgeland;3;Postnatal period;3.65;220;61;Rate;Total number of bed days;Births;2015-2017
5;31;Bed days, multiparous (caesarean);Nord-Trøndelag;3;Postnatal period;4.39;795;182;Rate;Total number of bed days;Births;2015-2017
6;31;Bed days, multiparous (caesarean);St. Olavs;3;Postnatal period;3.65;1143;314;Rate;Total number of bed days;Births;2015-2017
7;31;Bed days, multiparous (caesarean);Møre og Romsdal;3;Postnatal period;3.51;873;250;Rate;Total number of bed days;Births;2015-2017
8;31;Bed days, multiparous (caesarean);Førde;3;Postnatal period;3.63;335;92;Rate;Total number of bed days;Births;2015-2017
9;31;Bed days, multiparous (caesarean);Bergen;3;Postnatal period;3.35;1073;321;Rate;Total number of bed days;Births;2015-2017
10;31;Bed days, multiparous (caesarean);Fonna;3;Postnatal period;4.1;558;136;Rate;Total number of bed days;Births;2015-2017
11;31;Bed days, multiparous (caesarean);Stavanger;3;Postnatal period;3.51;1164;332;Rate;Total number of bed days;Births;2015-2017
12;31;Bed days, multiparous (caesarean);Østfold;3;Postnatal period;3.22;956;298;Rate;Total number of bed days;Births;2015-2017
13;31;Bed days, multiparous (caesarean);Akershus;3;Postnatal period;3.23;1523;471;Rate;Total number of bed days;Births;2015-2017
14;31;Bed days, multiparous (caesarean);OUS;3;Postnatal period;3.45;1039;300;Rate;Total number of bed days;Births;2015-2017
15;31;Bed days, multiparous (caesarean);Lovisenberg;3;Postnatal period;3.47;498;143;Rate;Total number of bed days;Births;2015-2017
16;31;Bed days, multiparous (caesarean);Diakonhjemmet;3;Postnatal period;3.22;406;125;Rate;Total number of bed days;Births;2015-2017
17;31;Bed days, multiparous (caesarean);Innlandet;3;Postnatal period;3.71;1331;360;Rate;Total number of bed days;Births;2015-2017
18;31;Bed days, multiparous (caesarean);Vestre Viken;3;Postnatal period;3.77;1655;438;Rate;Total number of bed days;Births;2015-2017
19;31;Bed days, multiparous (caesarean);Vestfold;3;Postnatal period;3.53;646;183;Rate;Total number of bed days;Births;2015-2017
20;31;Bed days, multiparous (caesarean);Telemark;3;Postnatal period;4.44;626;142;Rate;Total number of bed days;Births;2015-2017
21;31;Bed days, multiparous (caesarean);Sørlandet;3;Postnatal period;3.82;1073;282;Rate;Total number of bed days;Births;2015-2017
8888;31;Bed days, multiparous (caesarean);Norway;3;Postnatal period;3.61;17334;4803;Rate;Total number of bed days;Births;2015-2017
1;32;Outpatient contacts for postpartum women;Finnmark;3;Postnatal period;99.56;76;769;Rate;Number;Births;2015-2017
2;32;Outpatient contacts for postpartum women;UNN;3;Postnatal period;253.01;491;1949;Rate;Number;Births;2015-2017
3;32;Outpatient contacts for postpartum women;Nordland;3;Postnatal period;186.22;248;1339;Rate;Number;Births;2015-2017
4;32;Outpatient contacts for postpartum women;Helgeland;3;Postnatal period;214.77;153;723;Rate;Number;Births;2015-2017
5;32;Outpatient contacts for postpartum women;Nord-Trøndelag;3;Postnatal period;149.88;196;1321;Rate;Number;Births;2015-2017
6;32;Outpatient contacts for postpartum women;St. Olavs;3;Postnatal period;242.85;869;3586;Rate;Number;Births;2015-2017
7;32;Outpatient contacts for postpartum women;Møre og Romsdal;3;Postnatal period;153.2;412;2698;Rate;Number;Births;2015-2017
8;32;Outpatient contacts for postpartum women;Førde;3;Postnatal period;131.75;138;1050;Rate;Number;Births;2015-2017
9;32;Outpatient contacts for postpartum women;Bergen;3;Postnatal period;632.61;3403;5381;Rate;Number;Births;2015-2017
10;32;Outpatient contacts for postpartum women;Fonna;3;Postnatal period;186.87;360;1944;Rate;Number;Births;2015-2017
11;32;Outpatient contacts for postpartum women;Stavanger;3;Postnatal period;85.42;402;4714;Rate;Number;Births;2015-2017
12;32;Outpatient contacts for postpartum women;Østfold;3;Postnatal period;456.13;1253;2760;Rate;Number;Births;2015-2017
13;32;Outpatient contacts for postpartum women;Akershus;3;Postnatal period;205.6;1119;5423;Rate;Number;Births;2015-2017
14;32;Outpatient contacts for postpartum women;OUS;3;Postnatal period;246.09;945;3799;Rate;Number;Births;2015-2017
15;32;Outpatient contacts for postpartum women;Lovisenberg;3;Postnatal period;251.45;692;2719;Rate;Number;Births;2015-2017
16;32;Outpatient contacts for postpartum women;Diakonhjemmet;3;Postnatal period;282.42;503;1750;Rate;Number;Births;2015-2017
17;32;Outpatient contacts for postpartum women;Innlandet;3;Postnatal period;213.16;730;3441;Rate;Number;Births;2015-2017
18;32;Outpatient contacts for postpartum women;Vestre Viken;3;Postnatal period;377.21;1823;4803;Rate;Number;Births;2015-2017
19;32;Outpatient contacts for postpartum women;Vestfold;3;Postnatal period;370.26;799;2162;Rate;Number;Births;2015-2017
20;32;Outpatient contacts for postpartum women;Telemark;3;Postnatal period;352.69;539;1540;Rate;Number;Births;2015-2017
21;32;Outpatient contacts for postpartum women;Sørlandet;3;Postnatal period;171.31;553;3241;Rate;Number;Births;2015-2017
8888;32;Outpatient contacts for postpartum women;Norway;3;Postnatal period;274.95;15703;57111;Rate;Number;Births;2015-2017
1;33;Outpatient contacts for newborns;Finnmark;3;Postnatal period;119.66;94;788;Rate;Number;Births;2015-2017
2;33;Outpatient contacts for newborns;UNN;3;Postnatal period;286.56;581;2026;Rate;Number;Births;2015-2017
3;33;Outpatient contacts for newborns;Nordland;3;Postnatal period;280.44;395;1407;Rate;Number;Births;2015-2017
4;33;Outpatient contacts for newborns;Helgeland;3;Postnatal period;397.75;306;769;Rate;Number;Births;2015-2017
5;33;Outpatient contacts for newborns;Nord-Trøndelag;3;Postnatal period;211.14;291;1377;Rate;Number;Births;2015-2017
6;33;Outpatient contacts for newborns;St. Olavs;3;Postnatal period;425.97;1590;3733;Rate;Number;Births;2015-2017
7;33;Outpatient contacts for newborns;Møre og Romsdal;3;Postnatal period;335.77;933;2778;Rate;Number;Births;2015-2017
8;33;Outpatient contacts for newborns;Førde;3;Postnatal period;336.82;375;1114;Rate;Number;Births;2015-2017
9;33;Outpatient contacts for newborns;Bergen;3;Postnatal period;653.93;3657;5592;Rate;Number;Births;2015-2017
10;33;Outpatient contacts for newborns;Fonna;3;Postnatal period;430.13;866;2013;Rate;Number;Births;2015-2017
11;33;Outpatient contacts for newborns;Stavanger;3;Postnatal period;382.87;1880;4910;Rate;Number;Births;2015-2017
12;33;Outpatient contacts for newborns;Østfold;3;Postnatal period;488.68;1424;2915;Rate;Number;Births;2015-2017
13;33;Outpatient contacts for newborns;Akershus;3;Postnatal period;401.77;2314;5759;Rate;Number;Births;2015-2017
14;33;Outpatient contacts for newborns;OUS;3;Postnatal period;315.79;1274;4035;Rate;Number;Births;2015-2017
15;33;Outpatient contacts for newborns;Lovisenberg;3;Postnatal period;286.87;812;2832;Rate;Number;Births;2015-2017
16;33;Outpatient contacts for newborns;Diakonhjemmet;3;Postnatal period;348.65;645;1850;Rate;Number;Births;2015-2017
17;33;Outpatient contacts for newborns;Innlandet;3;Postnatal period;212.14;778;3667;Rate;Number;Births;2015-2017
18;33;Outpatient contacts for newborns;Vestre Viken;3;Postnatal period;444.02;2351;5294;Rate;Number;Births;2015-2017
19;33;Outpatient contacts for newborns;Vestfold;3;Postnatal period;768.29;1730;2251;Rate;Number;Births;2015-2017
20;33;Outpatient contacts for newborns;Telemark;3;Postnatal period;414.43;676;1630;Rate;Number;Births;2015-2017
21;33;Outpatient contacts for newborns;Sørlandet;3;Postnatal period;455.63;1547;3395;Rate;Number;Births;2015-2017
8888;33;Outpatient contacts for newborns;Norway;3;Postnatal period;407.7;24518;60137;Rate;Number;Births;2015-2017
1;34;Readmissions of postpartum women;Finnmark;3;Postnatal period;31.11;24;769;Rate;Number;Births;2015-2017
2;34;Readmissions of postpartum women;UNN;3;Postnatal period;29.03;57;1947;Rate;Number;Births;2015-2017
3;34;Readmissions of postpartum women;Nordland;3;Postnatal period;28.46;39;1339;Rate;Number;Births;2015-2017
4;34;Readmissions of postpartum women;Helgeland;3;Postnatal period;39.54;29;723;Rate;Number;Births;2015-2017
5;34;Readmissions of postpartum women;Nord-Trøndelag;3;Postnatal period;32.14;43;1321;Rate;Number;Births;2015-2017
6;34;Readmissions of postpartum women;St. Olavs;3;Postnatal period;33.24;120;3585;Rate;Number;Births;2015-2017
7;34;Readmissions of postpartum women;Møre og Romsdal;3;Postnatal period;26.89;73;2696;Rate;Number;Births;2015-2017
8;34;Readmissions of postpartum women;Førde;3;Postnatal period;31.34;33;1049;Rate;Number;Births;2015-2017
9;34;Readmissions of postpartum women;Bergen;3;Postnatal period;47.28;254;5380;Rate;Number;Births;2015-2017
10;34;Readmissions of postpartum women;Fonna;3;Postnatal period;31.57;62;1944;Rate;Number;Births;2015-2017
11;34;Readmissions of postpartum women;Stavanger;3;Postnatal period;23.78;112;4713;Rate;Number;Births;2015-2017
12;34;Readmissions of postpartum women;Østfold;3;Postnatal period;22.53;63;2758;Rate;Number;Births;2015-2017
13;34;Readmissions of postpartum women;Akershus;3;Postnatal period;25.18;136;5423;Rate;Number;Births;2015-2017
14;34;Readmissions of postpartum women;OUS;3;Postnatal period;25.39;94;3798;Rate;Number;Births;2015-2017
15;34;Readmissions of postpartum women;Lovisenberg;3;Postnatal period;26.48;70;2718;Rate;Number;Births;2015-2017
16;34;Readmissions of postpartum women;Diakonhjemmet;3;Postnatal period;28.41;48;1750;Rate;Number;Births;2015-2017
17;34;Readmissions of postpartum women;Innlandet;3;Postnatal period;30.42;106;3439;Rate;Number;Births;2015-2017
18;34;Readmissions of postpartum women;Vestre Viken;3;Postnatal period;39.65;188;4802;Rate;Number;Births;2015-2017
19;34;Readmissions of postpartum women;Vestfold;3;Postnatal period;23.2;50;2161;Rate;Number;Births;2015-2017
20;34;Readmissions of postpartum women;Telemark;3;Postnatal period;21.61;34;1539;Rate;Number;Births;2015-2017
21;34;Readmissions of postpartum women;Sørlandet;3;Postnatal period;22.94;75;3239;Rate;Number;Births;2015-2017
8888;34;Readmissions of postpartum women;Norway;3;Postnatal period;29.97;1711;57093;Rate;Number;Births;2015-2017
1;35;Readmissions of newborns;Finnmark;3;Postnatal period;36.79;29;788;Rate;Number;Births;2015-2017
2;35;Readmissions of newborns;UNN;3;Postnatal period;27.14;55;2026;Rate;Number;Births;2015-2017
3;35;Readmissions of newborns;Nordland;3;Postnatal period;43.11;61;1407;Rate;Number;Births;2015-2017
4;35;Readmissions of newborns;Helgeland;3;Postnatal period;58.49;45;769;Rate;Number;Births;2015-2017
5;35;Readmissions of newborns;Nord-Trøndelag;3;Postnatal period;48.43;67;1377;Rate;Number;Births;2015-2017
6;35;Readmissions of newborns;St. Olavs;3;Postnatal period;60.55;226;3733;Rate;Number;Births;2015-2017
7;35;Readmissions of newborns;Møre og Romsdal;3;Postnatal period;45.36;126;2778;Rate;Number;Births;2015-2017
8;35;Readmissions of newborns;Førde;3;Postnatal period;60.72;68;1114;Rate;Number;Births;2015-2017
9;35;Readmissions of newborns;Bergen;3;Postnatal period;69.8;390;5592;Rate;Number;Births;2015-2017
10;35;Readmissions of newborns;Fonna;3;Postnatal period;58.61;118;2013;Rate;Number;Births;2015-2017
11;35;Readmissions of newborns;Stavanger;3;Postnatal period;52.47;258;4910;Rate;Number;Births;2015-2017
12;35;Readmissions of newborns;Østfold;3;Postnatal period;66.9;195;2915;Rate;Number;Births;2015-2017
